Ratio Type,id,eid,formula,DOI,,表示该研究报告了氧含量,表示微观结构分析采用了高分辨率技术,表示材料表现出非线性弹性行为,测量的氧含量（以重量百万分比 wppm 表示）,平均晶粒尺寸（μm）,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition,,test type,Test Temperature (K),Test Rate (s?1),Ingot Description,Ingot Size (mm)
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,751.1,,1339.6,,,,,,,,,,,,,,,tensile,133,0.00016,,[]
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,768.5,,1250.2,,,,,,,,,,,,,,,tensile,133,0.001,,[]
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,796.5,,1118.7,,,,,,,,,,,,,,,tensile,133,0.01,,[]
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,766.6,,1432,,,,,,,,,,,,,,,tensile,110,0.00016,,[]
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,783.9,,1350.4,,,,,,,,,,,,,,,tensile,110,0.001,,[]
,,AISI 304L,,10.1016/j.matdes.2010.02.041,,,,,,,,,812.8,,1190.1,,,,,,,,,,,,,,,tensile,110,0.01,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,532.6,,659.5,,,,,,,,,,,,,,,tensile,293,0.00016,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,546.4,,652.5,,,,,,,,,,,,,,,tensile,293,0.001,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,558.8,,651.6,,,,,,,,,,,,,,,tensile,293,0.01,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,590.4,,884,,,,,,,,,,,,,,,tensile,223,0.00016,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,609,,853.7,,,,,,,,,,,,,,,tensile,223,0.001,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,625.3,,804.6,,,,,,,,,,,,,,,tensile,223,0.01,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,631,,1160.4,,,,,,,,,,,,,,,tensile,153,0.00016,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,646.2,,1083.5,,,,,,,,,,,,,,,tensile,153,0.001,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,661.1,,986.7,,,,,,,,,,,,,,,tensile,153,0.01,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,637.6,,1238.3,,,,,,,,,,,,,,,tensile,133,0.00016,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,655.1,,1166.7,,,,,,,,,,,,,,,tensile,133,0.001,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,671.8,,1031.2,,,,,,,,,,,,,,,tensile,133,0.01,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,661.6,,1344.1,,,,,,,,,,,,,,,tensile,110,0.00016,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,665.9,,1253.7,,,,,,,,,,,,,,,tensile,110,0.001,,[]
,,AISI 316L,,10.1016/j.matdes.2010.02.041,,,,,,,,,680.5,,1093.1,,,,,,,,,,,,,,,tensile,110,0.01,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,344.67,,684.9,,,,,,,,,,,,,,,tensile,293,0.00016,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,350,,646,,,,,,,,,,,,,,,tensile,293,0.001,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,353.3,,601.5,,,,,,,,,,,,,,,tensile,293,0.01,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,338.1,,965.5,,,,,,,,,,,,,,,tensile,223,0.00016,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,406.4,,969.2,,,,,,,,,,,,,,,tensile,223,0.001,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,431.6,,894.5,,,,,,,,,,,,,,,tensile,223,0.01,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,393.4,,1280.1,,,,,,,,,,,,,,,tensile,153,0.00016,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,402.2,,1210.1,,,,,,,,,,,,,,,tensile,153,0.001,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,425.4,,1094.2,,,,,,,,,,,,,,,tensile,153,0.01,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,364.6,,1299.5,,,,,,,,,,,,,,,tensile,133,0.00016,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,370.2,,1216.5,,,,,,,,,,,,,,,tensile,133,0.001,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,391,,1087,,,,,,,,,,,,,,,tensile,133,0.01,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,397.4,,1382.3,,,,,,,,,,,,,,,tensile,110,0.00016,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,388.1,,1296.8,,,,,,,,,,,,,,,tensile,110,0.001,,[]
,,AISI 321,,10.1016/j.matdes.2010.02.041,,,,,,,,,403.6,,1138.9,,,,,,,,,,,,,,,tensile,110,0.01,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,446.3,,657.5,,,,,,,,,,,,,,,tensile,293,0.00016,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,450.2,,679.9,,,,,,,,,,,,,,,tensile,293,0.001,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,466.9,,670,,,,,,,,,,,,,,,tensile,293,0.01,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,468.1,,989.5,,,,,,,,,,,,,,,tensile,223,0.00016,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,478.1,,940.3,,,,,,,,,,,,,,,tensile,223,0.001,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,508.9,,875.6,,,,,,,,,,,,,,,tensile,223,0.01,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,489.8,,1286.8,,,,,,,,,,,,,,,tensile,153,0.00016,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,503.6,,1216.2,,,,,,,,,,,,,,,tensile,153,0.001,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,514.3,,1090.9,,,,,,,,,,,,,,,tensile,153,0.01,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,479.6,,1369.2,,,,,,,,,,,,,,,tensile,133,0.00016,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,488.2,,1263.2,,,,,,,,,,,,,,,tensile,133,0.001,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,520.2,,1154.2,,,,,,,,,,,,,,,tensile,133,0.01,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,493.1,,1455.4,,,,,,,,,,,,,,,tensile,110,0.00016,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,501.6,,1337.3,,,,,,,,,,,,,,,tensile,110,0.001,,[]
,,AISI 347,,10.1016/j.matdes.2010.02.041,,,,,,,,,514,,1204.7,,,,,,,,,,,,,,,tensile,110,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,155.1,,253,,,,,,,,,,,"rolling, homogenization",,,,tensile,298,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,159.8,,256.9,,,,,,,,,,,"rolling, homogenization",,,,tensile,298,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,171.1,,258,,,,,,,,,,,"rolling, homogenization",,,,tensile,298,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,166.1,,264.1,,,,,,,,,,,"rolling, homogenization",,,,tensile,273,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,172.1,,264.5,,,,,,,,,,,"rolling, homogenization",,,,tensile,273,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,177.3,,269.2,,,,,,,,,,,"rolling, homogenization",,,,tensile,273,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,189.4,,288.8,,,,,,,,,,,"rolling, homogenization",,,,tensile,223,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,193.5,,288.4,,,,,,,,,,,"rolling, homogenization",,,,tensile,223,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,201.3,,286.3,,,,,,,,,,,"rolling, homogenization",,,,tensile,223,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,211.7,,306.9,,,,,,,,,,,"rolling, homogenization",,,,tensile,173,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,222.3,,307.8,,,,,,,,,,,"rolling, homogenization",,,,tensile,173,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,227.4,,305.9,,,,,,,,,,,"rolling, homogenization",,,,tensile,173,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,220.4,,306.4,,,,,,,,,,,"rolling, homogenization",,,,tensile,123,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,234.9,,325.6,,,,,,,,,,,"rolling, homogenization",,,,tensile,123,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,236.7,,339.2,,,,,,,,,,,"rolling, homogenization",,,,tensile,123,0.01,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,252.7,,363.9,,,,,,,,,,,"rolling, homogenization",,,,tensile,77,0.0001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,260,,334.9,,,,,,,,,,,"rolling, homogenization",,,,tensile,77,0.001,,[]
wt.%,,Mg-3Al-1Zn,,10.1016/j.matdes.2015.12.027,,,,,,,,,257.3,,359.4,,,,,,,,,,,"rolling, homogenization",,,,tensile,77,0.01,,[]
wt.%,,Al-Mg-Si alloy,,10.1016/j.matlet.2011.06.057,,,,,,,,,170,,300,,,,,,,,,,,"solution treatment, water quenching",,,,tensile,298,0.001,disk,"[1, 20]"
wt.%,,Al-Mg-Si alloy,,10.1016/j.matlet.2011.06.057,,,,,,,,,245,,430,,,,,,,,,,,"solution treatment, water quenching",,,,tensile,77,0.001,disk,"[1, 20]"
wt.%,,Al-Mg-Si alloy,,10.1016/j.matlet.2011.06.057,,,,,,,,,545,,630,,,,,,,,,,,"solution treatment, water quenching, natural aging, HPT, natural aging",,,,tensile,298,0.001,disk,"[1, 20]"
wt.%,,Al-Mg-Si alloy,,10.1016/j.matlet.2011.06.057,,,,,,,,,605,,705,,,,,,,,,,,"solution treatment, water quenching, natural aging, HPT, natural aging",,,,tensile,77,0.001,disk,"[1, 20]"
at.%,,Fe40Mn40Co10Cr10,,10.1016/j.matlet.2018.10.144,,,,,,,,,220,,475,,,,,,,,,,,"arc melting, drop casting",,,,tensile,298,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,Fe40Mn40Co10Cr10,,10.1016/j.matlet.2018.10.144,,,,,,,,,260,,566,,,,,,,,,,,"arc melting, drop casting",,,,tensile,159,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,Fe40Mn40Co10Cr10,,10.1016/j.matlet.2018.10.144,,,,,,,,,425,,885,,,,,,,,,,,"arc melting, drop casting",,,,tensile,77,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)97.8C2.2,,10.1016/j.matlet.2018.10.144,,,,,,,,,314,,654,,,,,,,,,,,"arc melting, drop casting",,,,tensile,298,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)97.8C2.2,,10.1016/j.matlet.2018.10.144,,,,,,,,,460,,822,,,,,,,,,,,"arc melting, drop casting",,,,tensile,159,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)97.8C2.2,,10.1016/j.matlet.2018.10.144,,,,,,,,,739,,1030,,,,,,,,,,,"arc melting, drop casting",,,,tensile,77,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)96.7C3.3,,10.1016/j.matlet.2018.10.144,,,,,,,,,418,,785,,,,,,,,,,,"arc melting, drop casting",,,,tensile,298,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)96.7C3.3,,10.1016/j.matlet.2018.10.144,,,,,,,,,540,,900,,,,,,,,,,,"arc melting, drop casting",,,,tensile,159,0.001,plat,"[60.0, 40.0, 10.0]"
at.%,,(Fe40Mn40Co10Cr10)96.7C3.3,,10.1016/j.matlet.2018.10.144,,,,,,,,,891,,1025,,,,,,,,,,,"arc melting, drop casting",,,,tensile,77,0.001,plat,"[60.0, 40.0, 10.0]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,260,,480,,,,,,,,,,,,,,,tensile,298,0.001,cylindrical,"[60, 10]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,500,,650,,,,,,,,,,,,,,,tensile,77,0.001,cylindrical,"[60, 10]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,812,,920,,,,,,,,,,,ECAP,,,,tensile,298,0.001,cylindrical,"[60, 10]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,870,,1437,,,,,,,,,,,ECAP,,,,tensile,77,0.001,cylindrical,"[60, 10]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,1500,,1580,,,,,,,,,,,ECAP,,,,tensile,298,0.001,cylindrical,"[60, 10]"
wt.%,,Fe-17Mn-0.6C-2Al,,10.1016/j.matlet.2023.134841,,,,,,,,,1520,,2060,,,,,,,,,,,ECAP,,,,tensile,77,0.001,cylindrical,"[60, 10]"
at.%,,Co17.5Cr12.5Fe55Ni10Mo5,,10.1016/j.mattod.2021.08.001,,,,,,,,,930,,None,,,,,,,,,,,"vacuum induction melting, homogenization, milling, cold rolling, annealing, water quenching",,,,tensile,0.5,0.0001,rectangular,"[100.0, 35.0, 8.0]"
at.%,,Co17.5Cr12.5Fe55Ni10Mo5,,10.1016/j.mattod.2021.08.001,,,,,,,,,980,,None,,,,,,,,,,,"vacuum induction melting, homogenization, milling, cold rolling, annealing, water quenching",,,,tensile,2.1,0.0001,rectangular,"[100.0, 35.0, 8.0]"
at.%,,Co17.5Cr12.5Fe55Ni10Mo5,,10.1016/j.mattod.2021.08.001,,,,,,,,,1075,,1651,,,,,,,,,,,"vacuum induction melting, homogenization, milling, cold rolling, annealing, water quenching",,,,tensile,4.2,0.0001,rectangular,"[100.0, 35.0, 8.0]"
at.%,,Co17.5Cr12.5Fe55Ni10Mo5,,10.1016/j.mattod.2021.08.001,,,,,,,,,855,,None,,,,,,,,,,,"vacuum induction melting, homogenization, milling, cold rolling, annealing, water quenching",,,,tensile,77,0.0001,rectangular,"[100.0, 35.0, 8.0]"
at.%,,Co17.5Cr12.5Fe55Ni10Mo5,,10.1016/j.mattod.2021.08.001,,,,,,,,,460,,None,,,,,,,,,,,"vacuum induction melting, homogenization, milling, cold rolling, annealing, water quenching",,,,tensile,298,0.0001,rectangular,"[100.0, 35.0, 8.0]"
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,1820,,2170,,,,,,,,,,,,,,,compression,300,3e-05,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,1920,,2270,,,,,,,,,,,,,,,compression,300,0.0003,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,1900,,2380,,,,,,,,,,,,,,,compression,300,0.005,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2080,,2460,,,,,,,,,,,,,,,compression,300,0.1,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2230,,2480,,,,,,,,,,,,,,,compression,170,3e-05,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2370,,2800,,,,,,,,,,,,,,,compression,170,0.0003,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2340,,2870,,,,,,,,,,,,,,,compression,170,0.005,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2370,,3070,,,,,,,,,,,,,,,compression,170,0.1,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2790,,2920,,,,,,,,,,,,,,,compression,77,3e-05,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2670,,2990,,,,,,,,,,,,,,,compression,77,0.0003,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2850,,3270,,,,,,,,,,,,,,,compression,77,0.005,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2830,,3170,,,,,,,,,,,,,,,compression,77,0.1,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,3220,,3470,,,,,,,,,,,,,,,compression,4.2,3e-05,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,3080,,3260,,,,,,,,,,,,,,,compression,4.2,0.0003,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2980,,3080,,,,,,,,,,,,,,,compression,4.2,0.005,,[]
,,Ni-20%Fe alloy,,10.1016/j.msea.2008.02.052,,,,,,,,,2970,,3090,,,,,,,,,,,,,,,compression,4.2,0.1,,[]
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,800,,900,,,,,,,,,,,,,,,tensile,300,0.0004,,[]
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1000,,1000,,,,,,,,,,,ECAP,,,,tensile,300,0.0004,,"[150, 40]"
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1200,,1300,,,,,,,,,,,"heat treatment, quenching, aging, air cooling, ECAP, multi cycle extrusion",,,,tensile,300,0.0004,,"[150, 40]"
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1000,,1100,,,,,,,,,,,,,,,tensile,77,0.0004,,[]
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1500,,1600,,,,,,,,,,,ECAP,,,,tensile,77,0.0004,,"[150, 40]"
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1800,,1900,,,,,,,,,,,"heat treatment, quenching, aging, air cooling, ECAP, multi cycle extrusion",,,,tensile,77,0.0004,,"[150, 40]"
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,1600,,1700,,,,,,,,,,,,,,,tensile,4.2,0.0004,,[]
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,None,,1700,,,,,,,,,,,ECAP,,,,tensile,4.2,0.0004,,"[150, 40]"
wt.%,,Ti-6Al-4V ELI,,10.1016/j.msea.2008.06.050,,,,,,,,,None,,1500,,,,,,,,,,,"heat treatment, quenching, aging, air cooling, ECAP, multi cycle extrusion",,,,tensile,4.2,0.0004,,"[150, 40]"
at.%,,Ni60Pd20P17B3,,10.1016/j.msea.2008.08.033,,,,,,,,,None,,2022,,,,,,,,,,,"copper mold casting, water quenching",,,,compression,295,0.0005,cylindrical,[]
at.%,,Ni60Pd20P17B3,,10.1016/j.msea.2008.08.033,,,,,,,,,None,,2059,,,,,,,,,,,"copper mold casting, water quenching",,,,compression,223,0.0005,cylindrical,[]
at.%,,Ni60Pd20P17B3,,10.1016/j.msea.2008.08.033,,,,,,,,,None,,2143,,,,,,,,,,,"copper mold casting, water quenching",,,,compression,173,0.0005,cylindrical,[]
at.%,,Ni60Pd20P17B3,,10.1016/j.msea.2008.08.033,,,,,,,,,None,,2517,,,,,,,,,,,"copper mold casting, water quenching",,,,compression,77,0.0005,cylindrical,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,340.6,,696,,,,,,,,,,,,,,,tensile,293,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,556.3,,1414.1,,,,,,,,,,,,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,642.2,,1451,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,704.7,,1456.7,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,731.3,,1450.4,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,790.6,,1492.2,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,816,,1496.5,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,865.6,,1505.3,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,680.6,,1572.6,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,777.8,,1669,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,913.2,,1703.2,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,1121.2,,1748.8,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,1402.8,,1795.4,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,AISI 304L,,10.1016/j.msea.2012.02.044,,,,,,,,,1649.3,,1826.5,,,,,,,,,,,prestrain,,,,tensile,110,未知,,[]
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,225,,360,,,,,,,,,,,semi-continuous casting,,,,tensile,293,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,208,,383,,,,,,,,,,,semi-continuous casting,,,,tensile,223,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,220,,400,,,,,,,,,,,semi-continuous casting,,,,tensile,153,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,240,,430,,,,,,,,,,,semi-continuous casting,,,,tensile,123,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,260,,470,,,,,,,,,,,semi-continuous casting,,,,tensile,77,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,295,,450,,,,,,,,,,,"semi-continuous casting, homogenization, rolling",,,,tensile,293,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,288,,440,,,,,,,,,,,"semi-continuous casting, homogenization, rolling",,,,tensile,223,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,300,,475,,,,,,,,,,,"semi-continuous casting, homogenization, rolling",,,,tensile,153,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,315,,485,,,,,,,,,,,"semi-continuous casting, homogenization, rolling",,,,tensile,123,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,1575C Al,,10.1016/j.msea.2012.12.017,,,,,,,,,335,,555,,,,,,,,,,,"semi-continuous casting, homogenization, rolling",,,,tensile,77,0.001,rectangular,"[None, 160.0, 40.0]"
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,584.3,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,97,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,698.6,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,102,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,406.2,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,107,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,772.5,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,112,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,640.7,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,117,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,None,,717.6,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,122,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,690.2,,None,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,127,0.1,,[]
wt.%,,Fe-1%Cu alloy,,10.1016/j.msea.2013.12.071,,,,,,,,,619.7,,None,,,,,,,,,,,"melting, cooling, heating, hot rolling, normalization heat treatment, water quenching, aging, iced water quenching",,,,tensile,137,0.1,,[]
