Processing_Description,YS(MPa),UTS(MPa),El(%),Ag(wt%),Al(wt%),B(wt%),Be(wt%),Bi(wt%),Cd(wt%),Co(wt%),Cr(wt%),Cu(wt%),Er(wt%),Eu(wt%),Fe(wt%),Ga(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Pb(wt%),Sc(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%)
Solutionised + Cold Worked + Naturally aged,301.0,408.0,13.5,0.0,93.784406,0.0,0.0,0.0,0.0,0.0,0.0,4.1036933,0.0,0.0,0.060053999999999996,0.0,0.0,1.4012611,0.45040540000000007,0.0,0.0,0.0,0.050045000000000006,0.0,0.050045000000000006,0.0,0.1000901,0.0
Solutionised + Cold Worked + Naturally aged,296.5,428.5,16.2,0.0,93.5327365,0.0,0.0,0.0,0.0,0.0,0.025008799999999998,4.251488,0.0,0.0,0.060021,0.0,0.0,1.4004902,0.5752013,0.0,0.0,0.0,0.0300105,0.0,0.05001749999999999,0.0,0.0750263,0.0
Solutionised + Cold Worked + Naturally aged,296.474551,379.211635,15.0,0.0,93.5,0.0,0.0,0.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,345.0,485.0,18.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,344.73785,482.63299,18.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,306.0,434.0,24.0,0.0,93.29499999999999,0.0,0.0,0.0,0.0,0.0,0.05,4.25,0.0,0.0,0.12,0.0,0.0,1.39999999999999,0.575,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.15,0.0
Solutionised + Cold Worked + Naturally aged,310.0,434.5,11.5,0.0,92.7963982,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,4.3521761,0.0,0.0,0.2501251,0.0,0.0,1.5007504,0.60030019999999,0.0,0.0,0.0,0.2501251,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised + Cold Worked + Naturally aged,340.0,460.0,18.0,0.0,92.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.5,0.0,0.0,1.6,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,345.0,485.0,18.0,0.0,92.155,0.0,0.0,0.0,0.0,0.0,0.1,4.35,0.0,0.0,0.5,0.0,0.0,1.5,0.645,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0
Solutionised + Cold Worked + Naturally aged,250.0,360.0,17.0,0.0,93.34,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,248.211252,372.316878,17.0,0.0,93.15,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15
Solutionised + Cold Worked + Naturally aged,226.0,352.0,17.0,0.0,95.08,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.2,0.0,2.5,0.6999999999999901,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
Solutionised + Cold Worked + Naturally aged,309.0,417.0,11.0,0.0,94.28,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.1,0.0,2.6,0.8999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
Solutionised + Cold Worked + Naturally aged,362.5,496.5,16.5,0.0,93.410717,0.0,0.0,0.0,0.0,0.0,0.0500325,4.1026667,0.0,0.0,0.0750488,0.0,0.0,1.5009756,0.6003902999999999,0.0,0.0,0.0,0.060039,0.0,0.0750488,0.0,0.1250813,0.0
Solutionised + Cold Worked + Naturally aged,369.0,451.0,10.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.3,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.25,0.1
Solutionised + Cold Worked + Naturally aged,324.0,428.0,21.0,0.0,92.25,0.0,0.0,0.0,0.0,0.0,0.1,4.3999999999999995,0.0,0.0,0.5,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.5,0.0,0.15,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,344.5,478.5,13.805,0.0,93.9032936,0.0,0.0,0.0,0.0,0.0,0.0,3.95434979999999,0.0,0.0,0.0350385,0.0,0.0,1.3014316,0.5506057,0.0,0.0,0.0,0.0250275,0.0,0.030033,0.0,0.0500551,0.1501652
Solutionised + Cold Worked + Naturally aged,365.0,496.0,11.0,0.0,93.77,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.06999999999999999,0.0,0.0,1.3,0.5499999999999999,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.1,0.15
Solutionised + Cold Worked + Naturally aged,345.0,476.0,10.0,0.0,93.53,0.0,0.0,0.0,0.0,0.0,0.0,4.09999999999999,0.0,0.0,0.15,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Solutionised + Cold Worked + Naturally aged,370.0,475.0,8.0,0.0,93.08,0.0,0.0,0.0,0.0,0.0,0.1,4.09999999999999,0.0,0.0,0.12,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.25,0.0
Solutionised + Naturally aged,89.631841,172.368925,22.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,81.25,135.5,19.5,0.0,98.6993497,0.0,0.0,0.0,0.0,0.0,0.0,0.10005000000000001,0.0,0.0,0.0750375,0.0,0.0,0.6753376999999999,0.025012500000000003,0.0,0.0,0.0,0.4002001,0.0,0.0,0.0,0.025012500000000003,0.0
Solutionised + Naturally aged,65.0,141.0,18.3,0.0,98.6232791,0.0,0.0,0.0,0.0,0.0,0.0250313,0.0500626,0.0,0.0,0.20025030000000002,0.0,0.0,0.47559450000000003,0.0500626,0.0,0.0,0.0,0.4505632,0.0,0.0500626,0.0,0.07509389999999999,0.0
Solutionised + Naturally aged,75.8,141.0,19.5,0.0,98.4992496,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.05002500000000001,0.0,0.0,0.1750875,0.0,0.0,0.6753376999999999,0.05002500000000001,0.0,0.0,0.0,0.4002001,0.0,0.05002500000000001,0.0,0.05002500000000001,0.0
Solutionised + Naturally aged,60.0,120.0,17.0,0.0,98.342,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.12,0.0,0.0,0.21,0.0,0.0,0.54,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.01,0.0
Solutionised + Naturally aged,144.789897,241.316495,22.0,0.0,97.95,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,145.0,240.0,22.0,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.2,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,110.5,210.5,16.25,0.0,97.8734051,0.0,0.0,0.0,0.0,0.0,0.15011259999999998,0.15011259999999998,0.0,0.0,0.17513129999999,0.0,0.0,0.5504127999999999,0.2501876,0.0,0.0,0.0,0.7005254,0.0,0.0500375,0.0,0.1000751,0.0
Solutionised + Naturally aged,150.0,250.0,20.0,0.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,142.0,240.0,26.7,0.0,97.77822259999999,0.0,0.0,0.0,0.0,0.0,0.050039999999989995,0.060048000000000004,0.0,0.0,0.12510010000000002,0.0,0.0,0.5754604,0.060048000000000004,0.0,0.0,0.0,1.15092069999999,0.0,0.07506,0.0,0.12510010000000002,0.0
Solutionised + Naturally aged,70.4,141.0,18.3,0.0,97.6488244,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.10005000000000001,0.0,0.0,0.2501251,0.0,0.0,0.4252126,0.10005000000000001,0.0,0.0,0.0,1.2506253,0.0,0.0750375,0.0,0.10005000000000001,0.0
Solutionised + Naturally aged,124.5,250.5,28.0,0.0,97.4731048,0.0,0.0,0.0,0.0,0.0,0.0500375,0.9006755,0.0,0.0,0.20015010000000003,0.0,0.0,0.3752815,0.15011259999999998,0.0,0.0,0.0,0.6504879,0.0,0.0500375,0.025018799999999997,0.1250938,0.0
Solutionised + Naturally aged,130.5,240.0,25.0,0.0,97.3229922,0.0,0.0,0.0,0.0,0.0,0.07505629999999999,1.0007506,0.0,0.0,0.2501876,0.0,0.0,0.7005254,0.2501876,0.0,0.0,0.0,0.2501876,0.0,0.0,0.0,0.15011259999999998,0.0
Solutionised + Naturally aged,100.3,223.0,19.5,0.0,97.3021673,0.0,0.0,0.0,0.0,0.0,0.19520500000000002,0.2752891,0.0,0.0,0.3503679,0.0,0.0,1.0010511,0.0750788,0.0,0.0,0.0,0.6006307,0.0,0.0750788,0.0,0.1251314,0.0
Solutionised + Naturally aged,126.0,229.5,24.6,0.0,97.2472472,0.0,0.0,0.0,0.0,0.0,0.0500501,0.3753754,0.0,0.0,0.25025029999999,0.0,0.0,0.6006005999999899,0.5005005,0.0,0.0,0.0,0.8008008000000001,0.0,0.0500501,0.0,0.12512510000000002,0.0
Solutionised + Naturally aged,165.474168,296.474551,27.0,0.0,97.2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,154.5,280.0,26.75,0.0,97.04704699999999,0.0,0.0,0.0,0.0,0.0,0.0500501,0.7007006999999901,0.0,0.0,0.20020020000000002,0.0,0.0,0.7507508,0.27527529999999,0.0,0.0,0.0,0.8508509,0.0,0.0500501,0.0,0.0750751,0.0
Solutionised + Naturally aged,60.0,130.0,25.0,0.0,96.92,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.08,0.0,0.0,0.33,0.0,0.0,0.7799999999999999,0.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.05,0.0
Solutionised + Naturally aged,177.0,293.0,23.65,0.0,96.8468468,0.0,0.0,0.0,0.0,0.0,0.0500501,0.3753754,0.0,0.0,0.25025029999999,0.0,0.0,0.8008008000000001,0.5005005,0.0,0.0,0.0,1.001001,0.0,0.0500501,0.0,0.12512510000000002,0.0
Solutionised + Naturally aged,124.5,206.0,18.3,0.0,96.822617,0.0,0.0,0.0,0.0,0.0,0.1250938,0.0500375,0.0,0.0,0.2501876,0.0,0.0,0.9006755,0.7005254,0.0,0.0,0.0,1.0007506,0.0,0.0500375,0.0,0.1000751,0.0
Solutionised + Naturally aged,228.0,359.0,10.0,0.0,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2.78,0.0,0.32,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,195.0,340.0,24.0,0.0,96.7,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,164.3,291.9,22.7,0.0,96.675,0.0,0.0,0.0,0.0,0.0,0.1,0.6999999999999901,0.0,0.0,0.4,0.0,0.0,0.75,0.27499999999999997,0.0,0.0,0.0,0.8500000000000001,0.0,0.1,0.0,0.15,0.0
Solutionised + Naturally aged,194.5,340.0,24.0,0.0,95.947974,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,2.6013007,0.0,0.0,0.2501251,0.0,0.0,0.4502251,0.2501251,0.0,0.0,0.0,0.2501251,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised + Naturally aged,206.84271,358.527364,18.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,0.8999999999999999,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,275.79028,427.474934,22.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,260.0,309.8,20.1,0.0,94.83,0.0,0.0,0.0,0.0,0.0,4.109999999999999,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,280.0,330.5,14.05,0.0,93.7015358,0.0,0.0,0.0,0.0,0.0,0.0,2.3012657,0.0,0.0,1.1006053,0.0,0.0,1.550853,0.0,1.0505778000000001,0.0,0.0,0.17509629999999998,0.0,0.0700385,0.0,0.0500275,0.0
Solutionised + Naturally aged,232.5,399.0,12.95,0.0,93.5967984,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,4.002001,0.0,0.0,0.35017509999998997,0.0,0.0,0.60030019999999,0.70035019999999,0.0,0.0,0.0,0.5002500999999899,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised + Naturally aged,325.0,472.0,20.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,438.0,585.0,15.5,0.37,93.44,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.03,0.0,1.16,0.36,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.13
Solutionised + Naturally aged,289.579794,427.474934,20.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,324.053579,468.843476,20.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,456.79,516.16,7.41,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.01,3.9899999999999998,0.0,0.0,0.12,0.0,2.34,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.21
Solutionised + Naturally aged,330.72,378.95,17.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.12,0.0,0.0,1.04,0.22,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.07,0.12
Solutionised + Naturally aged,289.0,402.0,13.0,0.0,92.7963982,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,4.3521761,0.0,0.0,0.2501251,0.0,0.0,1.5007504,0.60030019999999,0.0,0.0,0.0,0.2501251,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised + Naturally aged,270.0,395.0,12.0,0.0,92.7927928,0.0,0.0,0.0,0.0,0.0,0.0500501,4.4544545,0.0,0.0,0.3503504,0.0,0.0,0.5005005,0.8008008000000001,0.0,0.0,0.0,0.8508509,0.0,0.0750751,0.0,0.12512510000000002,0.0
Solutionised + Naturally aged,400.0,460.0,15.0,0.0,92.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,2.5,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.3,0.0
Solutionised + Naturally aged,378.95,437.52,15.4,0.0,92.51,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,2.78,0.22999999999999998,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4.01,0.1
Solutionised + Naturally aged,250.0,390.0,10.5,0.0,92.47999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.53,0.0,0.0,1.3599999999999999,0.7100000000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,240.0,360.0,5.0,0.0,90.83,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.58,0.0,1.8599999999999999,1.39999999999999,0.75,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,461.5,569.1,20.0,0.0,90.06,0.0,0.0,0.0,0.0,0.0,0.19,1.53,0.0,0.0,0.08,0.0,0.0,2.2399999999999998,0.06,0.0,0.0,0.0,0.02,0.0,0.02,0.0,5.79999999999999,0.0
Solutionised + Naturally aged,245.0,335.0,4.0,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.45999999999999996,0.0,3.82,1.28,0.48,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Solutionised + Naturally aged,185.0,360.0,20.0,0.0,93.34,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Artificial aged,144.789897,186.158439,12.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Artificial aged,119.0,162.5,9.75,0.0,98.4992496,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.05002500000000001,0.0,0.0,0.1750875,0.0,0.0,0.6753376999999999,0.05002500000000001,0.0,0.0,0.0,0.4002001,0.0,0.05002500000000001,0.0,0.05002500000000001,0.0
Artificial aged,260.0,281.5,12.2,0.0,98.3237428,0.0,0.0,0.0,0.0,0.0,0.0500375,0.0500375,0.0,0.0,0.17513129999999,0.0,0.0,0.5003753,0.0500375,0.0,0.0,0.0,0.7505629,0.0,0.0500375,0.0,0.0500375,0.0
Artificial aged,216.5,276.0,9.75,0.0,97.8734051,0.0,0.0,0.0,0.0,0.0,0.15011259999999998,0.15011259999999998,0.0,0.0,0.17513129999999,0.0,0.0,0.5504127999999999,0.2501876,0.0,0.0,0.0,0.7005254,0.0,0.0500375,0.0,0.1000751,0.0
Artificial aged,185.0,221.0,13.2,0.0,97.6488244,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.10005000000000001,0.0,0.0,0.2501251,0.0,0.0,0.4252126,0.10005000000000001,0.0,0.0,0.0,1.2506253,0.0,0.0750375,0.0,0.10005000000000001,0.0
Artificial aged,315.0,375.0,14.05,0.0,93.15589349999999,0.0,0.0,0.0,0.0,0.0,0.2251351,0.10006,0.0,0.0,0.20012010000000002,0.0,0.0,1.20072039999999,0.2751651,0.0,0.0,0.0,0.1751051,0.0,0.025015,0.0,4.50270159999999,0.1400841
Artificial aged,125.0,139.0,1.0,0.0,79.95,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.95,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Artificial aged,153.0,167.0,1.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.05,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Artificial aged,229.0,264.0,1.0,0.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.2,0.0,0.0,1.05,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Artificial aged,139.0,139.0,0.5,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Artificial aged,160.0,160.0,0.5,0.0,75.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Artificial aged,236.0,236.0,0.5,0.0,74.95,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0999999999999999,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Solutionised  + Artificially peak aged,193.053196,220.632224,15.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,213.737467,241.316495,12.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,195.0,220.0,15.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,227.526981,268.895523,13.0,0.0,98.85000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,173.5,200.5,12.2,0.0,98.6993497,0.0,0.0,0.0,0.0,0.0,0.0,0.10005000000000001,0.0,0.0,0.0750375,0.0,0.0,0.6753376999999999,0.025012500000000003,0.0,0.0,0.0,0.4002001,0.0,0.0,0.0,0.025012500000000003,0.0
Solutionised  + Artificially peak aged,162.5,206.0,9.75,0.0,98.6232791,0.0,0.0,0.0,0.0,0.0,0.0250313,0.0500626,0.0,0.0,0.20025030000000002,0.0,0.0,0.47559450000000003,0.0500626,0.0,0.0,0.0,0.4505632,0.0,0.0500626,0.0,0.07509389999999999,0.0
Solutionised  + Artificially peak aged,269.2,289.9,12.1,0.0,98.581,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.18,0.0,0.0,0.5499999999999999,0.06999999999999999,0.005,0.0,0.0,0.5499999999999999,0.0,0.018000000000000002,0.0,0.02,0.0
Solutionised  + Artificially peak aged,184.0,222.0,11.0,0.0,98.4992496,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.05002500000000001,0.0,0.0,0.1750875,0.0,0.0,0.6753376999999999,0.05002500000000001,0.0,0.0,0.0,0.4002001,0.0,0.05002500000000001,0.0,0.05002500000000001,0.0
Solutionised  + Artificially peak aged,189.0,303.0,24.4,0.0,98.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.69,0.44999999999999996,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0
Solutionised  + Artificially peak aged,230.0,250.0,7.0,0.0,98.31,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.19,0.0,0.0,0.74,0.03,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,296.474551,330.948336,17.0,0.0,98.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,280.0,310.0,9.0,0.0,97.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5599999999999999,0.47000000000000003,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,275.79028,310.264065,12.0,0.0,97.95,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,298.0,325.3,17.5,0.0,97.92999999999999,0.0,0.0,0.0,0.0,0.0,0.2,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,275.0,310.0,12.0,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.2,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,322.0,365.0,16.6,0.0,97.87700000000001,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.0,0.0,0.2,0.01,0.0,0.9299999999999999,0.01,0.0,0.0,0.0,0.66,0.0,0.013,0.01,0.0,0.0
Solutionised  + Artificially peak aged,243.5,292.5,9.75,0.0,97.8734051,0.0,0.0,0.0,0.0,0.0,0.15011259999999998,0.15011259999999998,0.0,0.0,0.17513129999999,0.0,0.0,0.5504127999999999,0.2501876,0.0,0.0,0.0,0.7005254,0.0,0.0500375,0.0,0.1000751,0.0
Solutionised  + Artificially peak aged,296.474551,337.843093,13.0,0.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,220.632224,255.106009,13.0,0.0,97.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.6999999999999901,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,211.0,265.5,12.2,0.0,97.6488244,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,0.10005000000000001,0.0,0.0,0.2501251,0.0,0.0,0.4252126,0.10005000000000001,0.0,0.0,0.0,1.2506253,0.0,0.0750375,0.0,0.10005000000000001,0.0
Solutionised  + Artificially peak aged,370.0,385.0,10.0,0.0,97.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.64,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,235.0,283.0,26.0,0.0,97.63,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.35000000000000003,0.0,0.0,1.0999999999999999,0.12,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,282.0,298.3,13.0,0.0,97.458,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.16,0.0,0.0,0.76,0.5599999999999999,0.004,0.0,0.0,1.0,0.0,0.02299999999999,0.0,0.013,0.0
