author,title,source,year,doi,mat_type,list,temperature,temperature_unit,yield_strength,yield_strength_unit,ultimate_strength,ultimate_strength_unit,elongation,elongation_unit,impact_energy,impact_energy_unit,mat_name,ratio_type,composition,composition_at,Al,Co,Cr,Fe,Ni,Ti,Ta,V,Mn,Cu,Mo,C,W,Nb,processing_ingot_desc,processing_ingot_size,processing_types,homogenization_temperature,annealing_temperature,annealing_time,processing_description,testing_test_type,testing_test_tem,testing_test_tem_unit,testing_test_env,testing_refrigerant,testing_test_mac,testing_test_standard,testing_load_ctrl,testing_spec_desc,testing_spec_shape,testing_spec_size,testing_spec_standard,testing_spec_dir,testing_spec_notch,score,testing_rate1_value,testing_rate1_unit,recrystallization_temperature,recrystallization_time,aging_temperature,aging_time
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,10,,K,1570.98,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling,,,,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0],compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,cylindrical,rectangular,"3.8, 2.2, 1.8",,along rolling direction,,0.5555555555555556,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,11,,K,1366.56,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling,,,,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0],compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,along rolling direction,,0.5555555555555556,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,12,,K,1218.93,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling,,,,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0],compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,along rolling direction,,0.5555555555555556,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,13,,K,1162.15,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling,,,,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0],compression,,K,,,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,along rolling direction,,0.48148148148148145,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,14,,K,1059.94,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling,,,,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0],compression,,K,,,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,along rolling direction,,0.48148148148148145,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,15,,K,2394.32,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,liquid helium,liquid helium,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.5185185185185185,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,16,,K,1945.74,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.5185185185185185,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,17,,K,1389.27,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.5185185185185185,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,18,,K,1258.68,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.5185185185185185,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,19,,K,1048.58,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,liquid nitrogen,liquid nitrogen,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.5185185185185185,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,20,,K,912.3,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,,,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.4444444444444444,0.0003,s-1,,,,
"Podolskiy, AV; Tabachnikova, ED; Voloschuk, VV; Gorban, VF; Krapivka, NA; Firstov, SA",Mechanical properties and thermally activated plasticity of the Ti30Zr25Hf15Nb20Ta10 high entropy alloy at temperatures 4.2-350 K,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.10.073,HEA,21,,K,628.39,MPa,,MPa,,%,,J,Ti30Zr25Hf15Nb20Ta10 ,,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,Ti30.0Zr25.0Hf15.0Nb20.0Ta10.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,[],arc furnace melting; ingot re-melting; rolling; annealing,,1270.0,1.0,arc furnace melting equipment: MIFI-9 environment: high-purity argon; ingot re-melting; rolling equipment: DUO-500 rolling mill reduction unit: % reduction value: [40.0]; annealing at 1270.0 K for 1.0 h environment: vacuum,compression,,K,,,MRK-3 deformation machine,,,,rectangular,"3.8, 2.2, 1.8",,,,0.4444444444444444,0.0003,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,1,113,K,330.0,MPa,590.0,MPa,45.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,113,K,,,,ASTM E8,strain,,,,ASTM E8,WS,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,2,173,K,300.0,MPa,540.0,MPa,38.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,173,K,,,,ASTM E8,strain,,,,ASTM E8,WS,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,3,213,K,260.0,MPa,470.0,MPa,39.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,213,K,,,,ASTM E8,strain,,,,ASTM E8,WS,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,4,113,K,330.0,MPa,630.0,MPa,40.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,113,K,,,,ASTM E8,strain,,,,ASTM E8, WL,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,5,173,K,290.0,MPa,520.0,MPa,32.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,173,K,,,,ASTM E8,strain,,,,ASTM E8, WL,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,6,213,K,260.0,MPa,510.0,MPa,37.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,213,K,,,,ASTM E8,strain,,,,ASTM E8, WL,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,7,113,K,330.0,MPa,610.0,MPa,40.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,113,K,,,,ASTM E8,strain,,,,ASTM E8, H,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,8,173,K,310.0,MPa,530.0,MPa,31.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,173,K,,,,ASTM E8,strain,,,,ASTM E8, H,,0.5555555555555556,0.001,s-1,,,,
"Kim, JH; Lim, KR; Won, JW; Na, YS; Kim, HS",Mechanical properties and deformation twinning behavior of as-cast CoCrFeMnNi high-entropy alloy at low and high temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2017.11.081,HEA,9,213,K,270.0,MPa,510.0,MPa,40.0,%,,J,CoCrFeMnNi,at.%,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,Co20.43Cr19.81Fe20.15Mn18.75Ni20.22Si0.4C0.23,0.0,20.43,19.81,20.15,20.22,0.0,0.0,0.0,18.75,0.0,0.0,0.23,0.0,0.0,,[],vacuum induction melting,,,,vacuum induction melting mold: Y-block graphite mold,tensile,213,K,,,,ASTM E8,strain,,,,ASTM E8, H,,0.5555555555555556,0.001,s-1,,,,
"Xia, SQ; Zhang, Y",Deformation mechanisms of Al0.1CoCrFeNi high entropy alloy at ambient and cryogenic temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2018.07.073,HEA,1,77,K,120.0,MPa,,MPa,,%,,J,Al0.1CoCrFeNi,at.%,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,2.2,24.6,24.9,24.2,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[6.0, 3.0]",VLM; remelting,,,,VLM; remelting,compression,77,K,liquid nitrogen,liquid nitrogen,MTS testing machine,,,cylindrical,circular,,,,,0.6666666666666666,0.0002,s-1,,,,
"Xia, SQ; Zhang, Y",Deformation mechanisms of Al0.1CoCrFeNi high entropy alloy at ambient and cryogenic temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2018.07.073,HEA,2,200,K,168.0,MPa,,MPa,,%,,J,Al0.1CoCrFeNi,at.%,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,2.2,24.6,24.9,24.2,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[6.0, 3.0]",VLM; remelting,,,,VLM; remelting,compression,200,K,liquid nitrogen,liquid nitrogen,MTS testing machine,,,cylindrical,circular,,,,,0.6666666666666666,0.0002,s-1,,,,
"Xia, SQ; Zhang, Y",Deformation mechanisms of Al0.1CoCrFeNi high entropy alloy at ambient and cryogenic temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2018,10.1016/j.msea.2018.07.073,HEA,3,298,K,275.0,MPa,,MPa,,%,,J,Al0.1CoCrFeNi,at.%,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,Al2.2Co24.6Cr24.9Fe24.2Ni24.1,2.2,24.6,24.9,24.2,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[6.0, 3.0]",VLM; remelting,,,,VLM; remelting,compression,298,K,,,MTS testing machine,,,cylindrical,circular,,,,,0.5925925925925926,0.0002,s-1,,,,
"He, ZF; Jia, N; Ma, D; Yan, HL; Li, ZM; Raabe, D",Joint contribution of transformation and twinning to the high strength-ductility combination of a FeMnCoCr high entropy alloy at cryogenic temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2019,10.1016/j.msea.2019.05.057,HEA,1,293,K,272.0,MPa,567.0,MPa,47.0,%,,J,Fe40Mn40Co10Cr10,at.%,Fe40.0Mn40.0Co10.0Cr10.0,Fe40.0Mn40.0Co10.0Cr10.0,0.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,[],cast; hot forging; hot rolling; homogenization; water quenching; cold rolling; annealing; air cooling,1473.0,1173.0,3.0,cast equipment: vacuum induction furnace environment: Ar atmosphere; hot forging at 1473 K; hot rolling at 1173 K reduction unit: % reduction value: [50.0]; homogenization at 1473 K for 2 h post-process: water quenching; water quenching; cold rolling reduction unit: % reduction value: [60.0]; annealing at 1173 K for 3 min; air cooling,tensile,293,K,,,MTS tensile stage,,strain,Flat dog bone-shaped,rectangular,"35, 4.0, 2.0",,rolling direction (RD),,0.7037037037037037,0.001,s-1,,,,
"He, ZF; Jia, N; Ma, D; Yan, HL; Li, ZM; Raabe, D",Joint contribution of transformation and twinning to the high strength-ductility combination of a FeMnCoCr high entropy alloy at cryogenic temperatures,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2019,10.1016/j.msea.2019.05.057,HEA,2,77,K,481.0,MPa,1003.0,MPa,65.0,%,,J,Fe40Mn40Co10Cr10,at.%,Fe40.0Mn40.0Co10.0Cr10.0,Fe40.0Mn40.0Co10.0Cr10.0,0.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,[],cast; hot forging; hot rolling; homogenization; water quenching; cold rolling; annealing; air cooling,1473.0,1173.0,3.0,cast equipment: vacuum induction furnace environment: Ar atmosphere; hot forging at 1473 K; hot rolling at 1173 K reduction unit: % reduction value: [50.0]; homogenization at 1473 K for 2 h post-process: water quenching; water quenching; cold rolling reduction unit: % reduction value: [60.0]; annealing at 1173 K for 3 min; air cooling,tensile,77,K,liquid nitrogen,liquid nitrogen,MTS tensile stage,,strain,Flat dog bone-shaped,rectangular,"35, 4.0, 2.0",,rolling direction (RD),,0.7777777777777778,0.001,s-1,,,,
