"ID",Number,YS(MPa),UTS(MPa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ta(at%),Nb(at%),Mo(at%),Ti(at%),V(at%),Mn(at%),C(at%),Cu(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,?,T_K,E,?r,?.1,??,VEC,?H,?S,?.2,?.3,?.4,D.?,e/a,Ec_eV/atom,G,?.5,D.r,A,F,w,?G,D.G,total_at%,Processing_Description
551,615,1005.0,1273.0,17.0,4.0,23.5,23.5,23.5,23.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,298,0.0,973,4.0,1.806,1835.585,216.345,0.036758316,3.976238936,0.109201648,7.955,-7.3763,13.03863895,-3244.652478,9649.860741,1.206825889,0.114792,1.57,4.27695,83.7,-0.034832114,0.0353845,-5.144160328,-56.24548419,12055.82543,0.246973952,20.1495,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 4.0 hours
552,616,487.0,702.0,18.0,10.0,25.0,8.0,15.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1493,0.0,0,0.0,1173,5.0,0,0.0,1.8183,1719.89,192.08,0.0566738,5.44295171,0.122434105,8.07,-13.9748,13.3028779,-1637.196,4141.722002,1.205911734,0.120966,1.66,4.2959,72.85,-0.044490871,0.061494,-5.987219349,-32.7935142,12979.80494,0.284264015,19.0394,100.0,Homogenization was performed at 1493K. First heat treatment was performed at 1173K for 5.0 hours
553,617,486.0,624.0,11.0,10.0,25.0,8.0,15.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1493,0.0,0,0.0,1173,50.0,0,0.0,1.8183,1719.89,192.08,0.0566738,5.44295171,0.122434105,8.07,-13.9748,13.3028779,-1637.196,4141.722002,1.205911734,0.120966,1.66,4.2959,72.85,-0.044490871,0.061494,-5.987219349,-32.7935142,12979.80494,0.284264015,19.0394,100.0,Homogenization was performed at 1493K. First heat treatment was performed at 1173K for 50.0 hours
554,618,545.0,1030.0,16.5,16.67,16.67,16.67,16.66,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.799986,1691.3177,194.6645,0.052210687,5.081783603,0.120560938,7.6664,-12.00159992,12.97593823,-1828.625695,4760.142568,1.168730973,0.127786887,1.6667,4.173296,74.9992,-0.06267512,0.060007333,-5.834411038,-36.74824895,11877.80409,0.346532746,25.89244424,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
555,619,545.0,1050.0,16.0,16.4,16.4,16.4,16.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.80176,1691.92,194.752,0.051988913,5.062472388,0.120379826,7.704,-11.944448,12.9121589,-1828.995353,4777.243611,1.168771169,0.12718528,1.656,4.1776,75.016,-0.061785436,0.05945984,-5.820013489,-36.93120486,11979.59084,0.343643302,25.57088,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
556,620,545.0,1110.0,20.0,16.13,16.13,16.13,16.13,35.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.803542,1692.514,194.8384,0.051760757,5.042491567,0.120176679,7.7418,-11.88368072,12.84350559,-1829.215504,4793.826762,1.168811503,0.126537269,1.6452,4.18192,75.0322,-0.060892309,0.058899018,-5.805173881,-37.12175957,12083.01147,0.340733296,25.2457082,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
557,621,159.0,410.0,65.0,7.0,23.23,23.23,23.23,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,1.0,0,0.0,1.805372,1805.9225,213.8277,0.036446217,3.896605376,0.107552413,7.8839,-7.28214364,12.82760135,-3181.158605,9656.962432,1.169526447,0.113827149,1.6046,4.238735,82.7212,-0.041459244,0.036517933,-5.096535517,-57.11596111,11909.28987,0.268074102,21.55681436,100.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 1.0 hours
558,622,215.0,520.0,43.0,7.0,23.23,23.23,23.23,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,1.0,973,50.0,1.805372,1805.9225,213.8277,0.036446217,3.896605376,0.107552413,7.8839,-7.28214364,12.82760135,-3181.158605,9656.962432,1.169526447,0.113827149,1.6046,4.238735,82.7212,-0.041459244,0.036517933,-5.096535517,-57.11596111,11909.28987,0.268074102,21.55681436,100.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 1.0 hours. Secondary heat treatment was conducted at 973K for 50.0 hours
559,623,285.0,540.0,55.0,7.0,23.23,23.23,23.23,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,1.0,823,150.0,1.805372,1805.9225,213.8277,0.036446217,3.896605376,0.107552413,7.8839,-7.28214364,12.82760135,-3181.158605,9656.962432,1.169526447,0.113827149,1.6046,4.238735,82.7212,-0.041459244,0.036517933,-5.096535517,-57.11596111,11909.28987,0.268074102,21.55681436,100.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 1.0 hours. Secondary heat treatment was conducted at 823K for 150.0 hours
560,624,263.0,589.0,60.0,7.0,23.23,23.23,23.23,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,0.033,0,0.0,1.805372,1805.9225,213.8277,0.036446217,3.896605376,0.107552413,7.8839,-7.28214364,12.82760135,-3181.158605,9656.962432,1.169526447,0.113827149,1.6046,4.238735,82.7212,-0.041459244,0.036517933,-5.096535517,-57.11596111,11909.28987,0.268074102,21.55681436,100.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 0.033 hours
561,625,490.0,840.0,45.0,7.0,23.23,23.23,23.23,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,0.033,923,50.0,1.805372,1805.9225,213.8277,0.036446217,3.896605376,0.107552413,7.8839,-7.28214364,12.82760135,-3181.158605,9656.962432,1.169526447,0.113827149,1.6046,4.238735,82.7212,-0.041459244,0.036517933,-5.096535517,-57.11596111,11909.28987,0.268074102,21.55681436,100.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 0.033 hours. Secondary heat treatment was conducted at 923K for 50.0 hours
562,626,430.0,910.0,75.0,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1073,1.0,0,0.0,1.81676,1891.836,229.304,0.013525163,1.550687042,0.111438335,8.335,-4.88844,9.133854257,-3534.819759,49930.85832,1.034833036,0.11107548,1.333,4.31013,88.654,-0.021516395,0.01777554,-5.553837602,-321.9759797,13846.37253,0.210029363,17.76888,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
563,627,360.0,780.0,65.0,7.0,23.25,23.25,23.25,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,60.0,0,0.0,1373,1.0,0,0.0,1.8053,1806.0375,213.8475,0.036442343,3.896551977,0.107547245,7.8825,-7.279575,12.82760993,-3182.485869,9659.022133,1.169525635,0.113832,1.605,4.238625,82.73,-0.041470093,0.036514125,-5.096574291,-57.12309025,11904.80473,0.268098245,21.564375,100.0,Homogenization was performed at 298K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
564,628,500.0,900.0,63.0,7.0,23.25,23.25,23.25,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,60.0,0,0.0,298,0.0,873,24.0,1.8053,1806.0375,213.8475,0.036442343,3.896551977,0.107547245,7.8825,-7.279575,12.82760993,-3182.485869,9659.022133,1.169525635,0.113832,1.605,4.238625,82.73,-0.041470093,0.036514125,-5.096574291,-57.12309025,11904.80473,0.268098245,21.564375,100.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 873K for 24.0 hours
565,629,523.0,965.0,65.0,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,298,0.0,1073,1.0,1.81676,1891.836,229.304,0.013525163,1.550687042,0.111438335,8.335,-4.88844,9.133854257,-3534.819759,49930.85832,1.034833036,0.11107548,1.333,4.31013,88.654,-0.021516395,0.01777554,-5.553837602,-321.9759797,13846.37253,0.210029363,17.76888,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours
566,630,390.0,851.0,76.0,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1123,2.0,0,0.0,1.81676,1891.836,229.304,0.013525163,1.550687042,0.111438335,8.335,-4.88844,9.133854257,-3534.819759,49930.85832,1.034833036,0.11107548,1.333,4.31013,88.654,-0.021516395,0.01777554,-5.553837602,-321.9759797,13846.37253,0.210029363,17.76888,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1123K for 2.0 hours
567,631,320.0,770.0,74.0,0.0,33.3,33.3,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,1.81676,1891.836,229.304,0.013525163,1.550687042,0.111438335,8.335,-4.88844,9.133854257,-3534.819759,49930.85832,1.034833036,0.11107548,1.333,4.31013,88.654,-0.021516395,0.01777554,-5.553837602,-321.9759797,13846.37253,0.210029363,17.76888,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours
568,632,539.0,924.0,62.0,1.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,298,0.0,1073,1.0,1.8146,1882.41,227.73,0.019194614,2.185594762,0.112786701,8.28,-5.4648,9.508120699,-3275.175941,25806.90391,1.170177411,0.112992,1.35,4.3008,88.04,-0.025590338,0.020856,-4.540604563,-148.5161757,13716.34076,0.222086012,18.6648,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours
569,633,421.0,869.0,79.0,1.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1123,2.0,0,0.0,1.8146,1882.41,227.73,0.019194614,2.185594762,0.112786701,8.28,-5.4648,9.508120699,-3275.175941,25806.90391,1.170177411,0.112992,1.35,4.3008,88.04,-0.025590338,0.020856,-4.540604563,-148.5161757,13716.34076,0.222086012,18.6648,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1123K for 2.0 hours
570,634,342.0,790.0,69.0,1.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,1.8146,1882.41,227.73,0.019194614,2.185594762,0.112786701,8.28,-5.4648,9.508120699,-3275.175941,25806.90391,1.170177411,0.112992,1.35,4.3008,88.04,-0.025590338,0.020856,-4.540604563,-148.5161757,13716.34076,0.222086012,18.6648,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours
571,635,338.0,760.0,60.0,2.5,30.7,0.0,30.7,30.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,298,0.0,0,0.0,1.84838,1757.601,198.245,0.045060205,4.466480139,0.090683932,8.574,-8.283232,11.13393005,-2362.484425,5483.554549,1.206971909,0.07612544,1.719,4.37183,74.525,-0.014955622,0.0381739,-5.295588168,-42.99750584,13514.89258,0.151812917,8.468174,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K
572,636,576.0,1112.0,30.0,2.5,30.7,0.0,30.7,30.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1473,85.0,1423,3.0,298,0.0,1073,1.0,1.84838,1757.601,198.245,0.045060205,4.466480139,0.090683932,8.574,-8.283232,11.13393005,-2362.484425,5483.554549,1.206971909,0.07612544,1.719,4.37183,74.525,-0.014955622,0.0381739,-5.295588168,-42.99750584,13514.89258,0.151812917,8.468174,100.0,Homogenization was performed at 1473K. followed by cold rolling to 85.0% reduction. Recrystallization was carried out at 1423K for 3.0 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours
573,637,881.0,1267.0,19.0,2.5,30.7,0.0,30.7,30.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1473,85.0,1423,3.0,298,0.0,1023,1.0,1.84838,1757.601,198.245,0.045060205,4.466480139,0.090683932,8.574,-8.283232,11.13393005,-2362.484425,5483.554549,1.206971909,0.07612544,1.719,4.37183,74.525,-0.014955622,0.0381739,-5.295588168,-42.99750584,13514.89258,0.151812917,8.468174,100.0,Homogenization was performed at 1473K. followed by cold rolling to 85.0% reduction. Recrystallization was carried out at 1423K for 3.0 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 1.0 hours
574,638,1355.0,1488.0,8.0,2.5,30.7,0.0,30.7,30.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1473,85.0,1423,3.0,1243,0.08,1073,1.0,1.84838,1757.601,198.245,0.045060205,4.466480139,0.090683932,8.574,-8.283232,11.13393005,-2362.484425,5483.554549,1.206971909,0.07612544,1.719,4.37183,74.525,-0.014955622,0.0381739,-5.295588168,-42.99750584,13514.89258,0.151812917,8.468174,100.0,Homogenization was performed at 1473K. followed by cold rolling to 85.0% reduction. Recrystallization was carried out at 1423K for 3.0 minutes. First heat treatment was performed at 1243K for 0.08 hours. Secondary heat treatment was conducted at 1073K for 1.0 hours
575,639,1100.0,1570.0,26.0,5.0,22.3,22.3,22.3,22.1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1423,80.0,1423,1.5,298,0.0,1050,4.0,1.79252,1829.255,210.487,0.049038729,5.161007527,0.120323936,7.729,-10.723524,13.76882856,-2348.733354,5725.567945,1.20609521,0.12821968,1.606,4.28945,81.392,-0.043354723,0.0511469,-5.909818839,-39.12129429,11650.73377,0.276043864,22.624916,100.0,Homogenization was performed at 1423K. followed by cold rolling to 80.0% reduction. Recrystallization was carried out at 1423K for 1.5 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1050K for 4.0 hours
576,640,650.0,1100.0,45.0,4.2,14.6,20.8,20.8,35.4,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,1375,0.0,0,0.0,1.80884,1820.676,211.004,0.044286894,4.672355881,0.117298996,8.06,-9.758048,13.03666391,-2432.406676,6646.85226,1.206616594,0.12233872,1.48,4.30182,81.77,-0.037096333,0.0441452,-5.593555207,-44.53272104,12542.36798,0.256152314,20.361128,100.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1375K
577,641,390.0,600.0,60.0,3.6,27.3,18.2,18.2,27.3,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,298,0.0,0,0.0,1.81097,1819.172,209.585,0.046240052,4.845610675,0.116666872,8.059,-9.968824,13.35488981,-2437.082008,6246.024406,1.206521757,0.11936386,1.581,4.31969,80.389,-0.035141885,0.04550446,-5.650404188,-41.80818434,12608.08274,0.251782525,19.39347,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K
578,642,800.0,980.0,17.0,3.6,27.3,18.2,18.2,27.3,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,298,0.0,1023,50.0,1.81097,1819.172,209.585,0.046240052,4.845610675,0.116666872,8.059,-9.968824,13.35488981,-2437.082008,6246.024406,1.206521757,0.11936386,1.581,4.31969,80.389,-0.035141885,0.04550446,-5.650404188,-41.80818434,12608.08274,0.251782525,19.39347,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 50.0 hours
579,643,1150.0,1380.0,15.0,3.6,27.3,18.2,18.2,27.3,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1423,60.0,0,0.0,298,0.0,1023,50.0,1.81097,1819.172,209.585,0.046240052,4.845610675,0.116666872,8.059,-9.968824,13.35488981,-2437.082008,6246.024406,1.206521757,0.11936386,1.581,4.31969,80.389,-0.035141885,0.04550446,-5.650404188,-41.80818434,12608.08274,0.251782525,19.39347,100.0,Homogenization was performed at 1423K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 50.0 hours
580,644,1400.0,1570.0,15.5,3.6,27.3,18.2,18.2,27.3,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1423,90.0,0,0.0,298,0.0,1023,50.0,1.81097,1819.172,209.585,0.046240052,4.845610675,0.116666872,8.059,-9.968824,13.35488981,-2437.082008,6246.024406,1.206521757,0.11936386,1.581,4.31969,80.389,-0.035141885,0.04550446,-5.650404188,-41.80818434,12608.08274,0.251782525,19.39347,100.0,Homogenization was performed at 1423K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 50.0 hours
581,645,840.0,1100.0,35.0,7.0,23.3,23.3,23.3,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,90.0,0,0.0,298,0.0,893,50.0,1.80512,1806.325,213.897,0.036432643,3.896416469,0.107534114,7.879,-7.273124,12.82755621,-3185.802343,9664.125955,1.169523603,0.11384368,1.606,4.23835,82.752,-0.041497148,0.0365045,-5.096669982,-57.14095393,11893.59805,0.268158351,21.583236,100.0,Homogenization was performed at 1423K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 893K for 50.0 hours
582,646,480.0,800.0,48.0,7.0,23.3,23.3,23.3,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,90.0,0,0.0,1423,3.0,893,50.0,1.80512,1806.325,213.897,0.036432643,3.896416469,0.107534114,7.879,-7.273124,12.82755621,-3185.802343,9664.125955,1.169523603,0.11384368,1.606,4.23835,82.752,-0.041497148,0.0365045,-5.096669982,-57.14095393,11893.59805,0.268158351,21.583236,100.0,Homogenization was performed at 1423K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 3.0 hours. Secondary heat treatment was conducted at 893K for 50.0 hours
583,647,770.0,1030.0,28.0,11.2,22.2,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1473,1.0,923,4.0,1.79648,1766.61,207.306,0.043982474,4.558915417,0.112644616,7.662,-9.123312,13.15030277,-2546.384074,6797.92604,1.16910626,0.12062592,1.668,4.2003,80.168,-0.053343959,0.04712616,-5.507482262,-45.05192768,11493.35722,0.307702192,24.5532,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1473K for 1.0 hours. Secondary heat treatment was conducted at 923K for 4.0 hours
584,648,1000.0,1280.0,27.0,11.2,22.2,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1473,1.0,923,140.0,1.79648,1766.61,207.306,0.043982474,4.558915417,0.112644616,7.662,-9.123312,13.15030277,-2546.384074,6797.92604,1.16910626,0.12062592,1.668,4.2003,80.168,-0.053343959,0.04712616,-5.507482262,-45.05192768,11493.35722,0.307702192,24.5532,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1473K for 1.0 hours. Secondary heat treatment was conducted at 923K for 140.0 hours
585,649,205.0,346.0,50.0,12.5,25.0,18.8,18.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.80304,1739.122,202.784,0.046349797,4.699498601,0.113935764,7.749,-9.863124,13.14291422,-2317.433226,6117.810264,1.16906645,0.12029804,1.687,4.20241,77.954,-0.054443609,0.05016374,-5.566471932,-42.14300824,11871.21104,0.314644249,24.075296,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
586,650,302.0,637.0,45.0,12.5,25.0,18.8,18.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1573,2.0,0,0.0,1.80304,1739.122,202.784,0.046349797,4.699498601,0.113935764,7.749,-9.863124,13.14291422,-2317.433226,6117.810264,1.16906645,0.12029804,1.687,4.20241,77.954,-0.054443609,0.05016374,-5.566471932,-42.14300824,11871.21104,0.314644249,24.075296,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1573K for 2.0 hours
587,651,772.0,1077.0,28.0,12.5,25.0,18.8,18.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1573,2.0,923,4.0,1.80304,1739.122,202.784,0.046349797,4.699498601,0.113935764,7.749,-9.863124,13.14291422,-2317.433226,6117.810264,1.16906645,0.12029804,1.687,4.20241,77.954,-0.054443609,0.05016374,-5.566471932,-42.14300824,11871.21104,0.314644249,24.075296,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1573K for 2.0 hours. Secondary heat treatment was conducted at 923K for 4.0 hours
588,652,869.0,1240.0,12.0,12.5,25.0,18.8,18.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1573,2.0,923,213.0,1.80304,1739.122,202.784,0.046349797,4.699498601,0.113935764,7.749,-9.863124,13.14291422,-2317.433226,6117.810264,1.16906645,0.12029804,1.687,4.20241,77.954,-0.054443609,0.05016374,-5.566471932,-42.14300824,11871.21104,0.314644249,24.075296,100.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1573K for 2.0 hours. Secondary heat treatment was conducted at 923K for 213.0 hours
589,653,250.0,640.0,61.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,298,0.0,973,16.0,1.82,1871.75,224.75,0.01176159,1.321708679,0.096695398,8.25,-3.75,11.52565132,-5752.836761,83316.95755,1.034823207,0.1,1.5,4.3025,87.0,-0.017244782,0.01625,-7.38465545,-540.8620011,12617.80775,0.188344478,15.75,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours
590,654,840.0,1070.0,14.0,8.3,16.7,16.6,16.7,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,298,0.0,973,16.0,1.82523,1757.588,205.581,0.040181507,4.130277193,0.108986913,8.254,-8.421532,12.1982563,-2545.796762,7555.188651,1.169650858,0.11007182,1.5,4.26134,79.159,-0.041008828,0.04003436,-5.212961937,-50.57635163,13240.27818,0.269817767,19.636514,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours
591,655,910.0,1180.0,15.0,10.7,14.3,14.3,14.3,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,298,0.0,973,16.0,1.82642,1725.16,200.14,0.044824863,4.485624077,0.112364512,8.25,-9.696632,11.88732241,-2114.913005,5916.244216,1.169481235,0.11208244,1.5,4.249,76.942,-0.045718768,0.0459104,-5.427851299,-44.14819171,13410.06133,0.287522248,20.277812,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours
592,656,1000.0,1175.0,6.0,12.5,12.5,12.5,12.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,298,0.0,973,16.0,1.8275,1700.5,196.0,0.047922636,4.696418349,0.114755174,8.25,-10.625,11.52565132,-1844.646595,5018.617259,1.169356022,0.113125,1.5,4.24,75.25,-0.048525849,0.05,-5.557352747,-40.71508844,13547.32382,0.299132493,20.5625,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours
593,657,280.0,650.0,47.0,0.0,23.8,23.8,23.8,23.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,298,0.0,0,0.0,1.80656,1875.074,219.53,0.037597585,4.126898962,0.111730776,8.046,-7.374192,12.57356108,-3197.14451,8894.845045,1.206893858,0.11622016,1.524,4.32878,84.936,-0.024482008,0.03414824,-5.235915985,-54.32602781,12249.56013,0.217127086,18.204144,100.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K
594,658,580.0,950.0,27.0,0.0,23.8,23.8,23.8,23.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1173,0.3,0,0.0,1.80656,1875.074,219.53,0.037597585,4.126898962,0.111730776,8.046,-7.374192,12.57356108,-3197.14451,8894.845045,1.206893858,0.11622016,1.524,4.32878,84.936,-0.024482008,0.03414824,-5.235915985,-54.32602781,12249.56013,0.217127086,18.204144,100.0,Homogenization was performed at 1473K. First heat treatment was performed at 1173K for 0.3 hours
595,659,720.0,1085.0,30.0,0.0,23.8,23.8,23.8,23.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1173,0.3,0,0.0,1.80656,1875.074,219.53,0.037597585,4.126898962,0.111730776,8.046,-7.374192,12.57356108,-3197.14451,8894.845045,1.206893858,0.11622016,1.524,4.32878,84.936,-0.024482008,0.03414824,-5.235915985,-54.32602781,12249.56013,0.217127086,18.204144,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 0.3 hours
596,660,476.0,996.0,54.7,0.0,55.26,24.56,3.43,10.88,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,5.21,1503,0.0,0,0.0,298,0.0,0,0.0,1.854589008,1974.441211,236.6305006,0.026494249,3.134673714,0.154740497,8.162200022,-3.287359228,10.11889539,-6077.572507,14415.50549,1.207103179,0.138964329,1.645800011,4.572134029,90.00270022,-0.027626758,0.026709836,-4.618669594,-84.32455007,13274.35295,0.265887749,21.83468456,100.01,Homogenization was performed at 1503K. First heat treatment was performed at 298K
