ID,References,Ag(wt%),Al(wt%),Be(wt%),Ce(wt%),Cr(wt%),Cu(wt%),Fe(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Re(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%),ST1,TIME1,ST2,TIME2,ST3,TIME3,Cold_Deformation_percent,First_Aging_Temp_C,First_Aging_Time_h,Second_Aging_Temp_C,Second_Aging_Time_h,Third_Aging_Temp_C,Third_Aging_Time_h,Processing_Description,UTS(MPa)
455,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.47,0.0,0.0,0.24,1.6,0.23,0.0,2.5,0.0,0.0,0.0,0.16,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,645.0
456,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.338,0.0,0.0,0.21,1.6,0.39,0.0,2.5,0.062,0.0,0.0,0.1,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,645.0
457,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.095,0.0,0.0,0.23,1.6,0.5,0.0,2.5,0.065,0.0,0.0,0.21,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,645.0
458,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.542,0.0,0.0,0.23,1.6,0.12,0.0,2.5,0.088,0.0,0.0,0.12,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,650.0
459,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.504,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.066,0.0,0.0,0.1,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,653.0
460,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.504,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.066,0.0,0.0,0.1,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,653.0
461,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,90.23,0.0,0.0,0.0,1.6,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,654.0
462,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.35,0.0,0.0,0.23,1.6,0.28,0.0,2.5,0.11,0.0,0.0,0.13,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,657.0
463,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.24,0.0,0.0,0.23,1.6,0.16,0.0,2.5,0.32,0.0,0.0,0.15,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,663.0
464,"高云震, 彭善民. Al-Zn-Mg-Cu系高强度铝合金断裂韧性的研究. 轻金属, 1982, 7: 55-60. DOI: CNKI: SUN: QJSS. 0. 1982-07-018.",0.0,89.06,0.0,0.0,0.23,1.6,0.2,0.0,2.5,0.48,0.0,0.0,0.13,0.0,0.0,0.0,5.8,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,674.0
465,"高妍, 陈文琳, 郭震, 等. 微量稀土对7085铝合金强度和腐蚀性能的影响. 材料热处理学报, 2015, 36(11): 112-118. DOI: CNKI: SUN: JSCL. 0. 2015-11-020. ",0.0,89.45,0.0,0.0,0.0,1.4,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.15,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,568.0
466,"付高, 邓运来, 王亚风, 等. 微量元素含量对Al-Zn-Mg合金组织与性能的影响. 中国有色金属学报, 2015, 25(10): 2632-2641. DOI: CNKI: SUN: ZYXZ. 0. 2015-10-003. ",0.0,92.85,0.0,0.0,0.19,0.15,0.18,0.0,1.46,0.37,0.0,0.0,0.12,0.0,0.04,0.0,4.52,0.12,475,60,0,0,0,0,2.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Cold rolling at 20℃ with 2.0% reduction.,465.0
467,"付高, 邓运来, 王亚风, 等. 微量元素含量对Al-Zn-Mg合金组织与性能的影响. 中国有色金属学报, 2015, 25(10): 2632-2641. DOI: CNKI: SUN: ZYXZ. 0. 2015-10-003. ",0.0,93.08,0.0,0.0,0.09,0.04,0.17,0.0,1.41,0.35,0.0,0.0,0.13,0.0,0.02,0.0,4.63,0.08,475,60,0,0,0,0,2.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Cold rolling at 20℃ with 2.0% reduction.,396.0
468,"冯迪, 张新明, 刘胜胆. 非等温回归再时效对7055铝合金中厚板的厚向组织及性能均匀性的影响. 中国有色金属学报, 2015(11): 3000-3010. DOI: CNKI: SUN: ZYXZ. 0. 2015-11-006. ",0.0,87.991,0.0,0.0,0.0,2.0,0.055,0.0,2.12,0.0,0.0,0.0,0.034,0.0,0.0,0.0,7.68,0.12,475,60,0,0,0,0,0.0,105,24.0,190,1.25,120,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 105.0℃ for 24.0 hours.,619.0
469,"冯迪, 张新明, 邓运来, 等. 预时效温度及回归加热速率对7055铝合金组织及性能的影响. 中国有色金属学报, 2014, 24(5): 10. DOI: CNKI: SUN: ZYXZ. 0. 2014-05-005. ",0.0,88.011,0.0,0.0,0.0,1.98,0.055,0.0,2.12,0.0,0.0,0.0,0.034,0.0,0.0,0.0,7.68,0.12,470,60,480,60,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Solution treatment at 480℃ for 1h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,651.6
470,"冯迪, 张新明, 邓运来, 等. 预时效温度及回归加热速率对7055铝合金组织及性能的影响. 中国有色金属学报, 2014, 24(5): 10. DOI: CNKI: SUN: ZYXZ. 0. 2014-05-005. ",0.0,88.011,0.0,0.0,0.0,1.98,0.055,0.0,2.12,0.0,0.0,0.0,0.034,0.0,0.0,0.0,7.68,0.12,470,60,480,60,0,0,0.0,120,6.0,160,24.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Solution treatment at 480℃ for 1h. the third heat treatment is Aging at 120.0℃ for 6.0 hours.,557.0
471,"冯迪, 张新明, 邓运来, 等. 预时效温度及回归加热速率对7055铝合金组织及性能的影响. 中国有色金属学报, 2014, 24(5): 10. DOI: CNKI: SUN: ZYXZ. 0. 2014-05-005. ",0.0,88.011,0.0,0.0,0.0,1.98,0.055,0.0,2.12,0.0,0.0,0.0,0.034,0.0,0.0,0.0,7.68,0.12,470,60,480,60,0,0,0.0,105,24.0,190,0.75,120,24.0,the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Solution treatment at 480℃ for 1h. the third heat treatment is Aging at 105.0℃ for 24.0 hours.,617.5
472,"冯春, 张冠军, 韩礼红, 等. 热处理对超高强度铝合金钻杆用Al-Zn-Mg-Cu系合金力学性能和组织的影响. 第十一次全国热处理大会论文集. 2015: 364-372. ",0.0,87.6,0.0,0.0,0.04,1.8,0.0,0.0,2.3,0.05,0.0,0.0,0.0,0.0,0.03,0.0,8.0,0.18,450,120,470,60,0,0,0.0,120,120.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 2h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Aging at 120.0℃ for 120.0 hours.,741.0
473,"冯春, 张冠军, 韩礼红, 等. 热处理对超高强度铝合金钻杆用Al-Zn-Mg-Cu系合金力学性能和组织的影响. 第十一次全国热处理大会论文集. 2015: 364-372. ",0.0,88.23,0.0,0.0,0.17,1.7,0.3,0.0,2.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,6.9,0.0,450,120,470,60,0,0,0.0,120,120.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 2h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Aging at 120.0℃ for 120.0 hours.,736.0
474,"冯春, 张冠军, 韩礼红, 等. 热处理对超高强度铝合金钻杆用Al-Zn-Mg-Cu系合金力学性能和组织的影响. 第十一次全国热处理大会论文集. 2015: 364-372. ",0.0,86.81,0.0,0.0,0.04,2.6,0.0,0.0,2.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,450,120,470,60,0,0,0.0,120,120.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 2h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Aging at 120.0℃ for 120.0 hours.,711.0
475,"方华婵, 朱佳敏, 陈卓, 等. 复合添加Yb, Zr, Ti对超高强Al-Zn-Mg-Cu合金组织和力学性能的影响. 粉末冶金材料科学与工程, 2019, 24(2): 176-187. DOI: CNKI: SUN: FMGC. 0. 2019-02-012. ",0.0,86.89,0.0,0.0,0.0,1.95,0.0,0.0,2.31,0.0,0.0,0.19,0.0,0.0,0.0,0.0,8.52,0.14,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,722.0
476,"方华婵, 朱佳敏, 陈卓, 等. 复合添加Yb, Zr, Ti对超高强Al-Zn-Mg-Cu合金组织和力学性能的影响. 粉末冶金材料科学与工程, 2019, 24(2): 176-187. DOI: CNKI: SUN: FMGC. 0. 2019-02-012. ",0.0,86.899,0.0,0.0,0.0,1.96,0.0,0.0,2.34,0.0,0.0,0.21,0.0,0.0,0.041,0.0,8.39,0.16,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,690.0
477,"方华婵, 朱佳敏, 陈卓, 等. 复合添加Yb, Zr, Ti对超高强Al-Zn-Mg-Cu合金组织和力学性能的影响. 粉末冶金材料科学与工程, 2019, 24(2): 176-187. DOI: CNKI: SUN: FMGC. 0. 2019-02-012. ",0.0,86.75,0.0,0.0,0.0,2.16,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8.48,0.16,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,652.0
478,"方华婵, 朱佳敏, 陈卓, 等. 复合添加Yb, Zr, Ti对超高强Al-Zn-Mg-Cu合金组织和力学性能的影响. 粉末冶金材料科学与工程, 2019, 24(2): 176-187. DOI: CNKI: SUN: FMGC. 0. 2019-02-012. ",0.0,87.072,0.0,0.0,0.0,1.96,0.0,0.0,2.34,0.0,0.0,0.2,0.0,0.0,0.038,0.0,8.39,0.0,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,592.0
479,"方华婵, 巢宏, 张茁, 等. 复合添加Zr, Ti和Cr对Al-Zn-Mg-Cu超强合金组织与性能的影响. 中南大学学报: 自然科学版, 2016, 47(2): 420-429. DOI: 10. 11817/j. issn. 1672-7207. 2016. 02. 010. ",0.0,86.57,0.0,0.0,0.19,2.15,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8.51,0.15,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,711.0
480,"方华婵, 巢宏, 张茁, 等. 复合添加Zr, Ti和Cr对Al-Zn-Mg-Cu超强合金组织与性能的影响. 中南大学学报: 自然科学版, 2016, 47(2): 420-429. DOI: 10. 11817/j. issn. 1672-7207. 2016. 02. 010. ",0.0,86.75,0.0,0.0,0.0,2.16,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8.48,0.16,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,652.0
481,"方华婵, 巢宏, 张茁, 等. 复合添加Zr, Ti和Cr对Al-Zn-Mg-Cu超强合金组织与性能的影响. 中南大学学报: 自然科学版, 2016, 47(2): 420-429. DOI: 10. 11817/j. issn. 1672-7207. 2016. 02. 010. ",0.0,86.75,0.0,0.0,0.0,2.16,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8.48,0.16,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,651.9
482,"方华婵, 巢宏, 陈康华, 等. Zr, Yb, Cr对Al-Zn-Mg-Cu合金组织、断裂和局部腐蚀行为的影响. 稀有金属, 2015, 39(8): 686-695. DOI: 10. 13373/j. cnki. cjrm. 2015. 08. 003. ",0.0,86.42,0.0,0.0,0.17,2.12,0.0,0.0,2.35,0.0,0.0,0.29,0.0,0.0,0.0,0.0,8.5,0.15,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,747.0
483,"方华婵, 巢宏, 陈康华, 等. Zr, Yb, Cr对Al-Zn-Mg-Cu合金组织、断裂和局部腐蚀行为的影响. 稀有金属, 2015, 39(8): 686-695. DOI: 10. 13373/j. cnki. cjrm. 2015. 08. 003. ",0.0,86.86,0.0,0.0,0.0,2.1,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49,0.16,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,704.0
484,"方华婵, 巢宏, 陈康华, 等. Zr, Yb, Cr对Al-Zn-Mg-Cu合金组织、断裂和局部腐蚀行为的影响. 稀有金属, 2015, 39(8): 686-695. DOI: 10. 13373/j. cnki. cjrm. 2015. 08. 003. ",0.0,86.61,0.0,0.0,0.18,2.11,0.0,0.0,2.31,0.0,0.0,0.28,0.0,0.0,0.0,0.0,8.51,0.0,450,60,470,60,480,120,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 1h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 130.0℃ for 24.0 hours.,684.0
485,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,175,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 175.0℃ for 6.0 hours.,437.6
486,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,6.0,175,16.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Cold rolling at 20℃ with 6.0% reduction. the third heat treatment is Aging at 175.0℃ for 16.0 hours.,489.4
487,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,140,4.0,175,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,445.2
488,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,140,16.0,175,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,453.26
489,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,140,24.0,175,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,456.4
490,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,140,24.0,175,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,459.12
491,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,140,48.0,175,24.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,466.0
492,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,8.0,175,24.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,440.0
493,"范云强, 陈志国, 郑子樵, 等. 分级时效对Al-Cu-Li-Mg-Mn-Zr合金微观组织与性能的影响. 中国有色金属学报, 2005, 15(4): 590-595. DOI: 10. 3321/j. issn: 1004-0609. 2005. 04. 016. ",0.0,94.88,0.0,0.0,0.0,2.8,0.0,1.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,60,0,0,0,0,0.0,100,48.0,175,24.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 100.0℃ for 48.0 hours.,458.8
494,"樊喜刚. Al-Zn-Mg-Cu-Zr合金组织性能和断裂行为的研究. 哈尔滨工业大学, 2007. DOI: 10. 7666/d. D274828. ",0.0,89.205,0.0,0.0,0.02,2.08,0.09,0.0,2.28,0.0,0.0,0.0,0.05,0.0,0.025,0.0,6.14,0.11,480,120,0,0,0,0,0.0,140,20.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 140.0℃ for 20.0 hours.,566.0
495,"樊喜刚. Al-Zn-Mg-Cu-Zr合金组织性能和断裂行为的研究. 哈尔滨工业大学, 2007. DOI: 10. 7666/d. D274828. ",0.0,89.79,0.0,0.0,0.02,2.14,0.1,0.0,1.85,0.0,0.0,0.0,0.04,0.0,0.05,0.0,5.91,0.1,480,120,0,0,0,0,0.0,140,20.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 140.0℃ for 20.0 hours.,547.0
496,"樊喜刚, 蒋大鸣, 单长智, 等. Cu 含量对Al-Zn-Mg-Cu合金的组织性能和断裂行为的影响. 轻合金加工技术, 2006, 34(2): 31-35. DOI: 10. 3969/j. issn. 1007-7235. 2006. 02. 010. ",0.0,88.69,0.0,0.0,0.0,2.32,0.1,0.0,2.4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,6.32,0.12,470,90,0,0,0,0,0.0,120,24.0,175,8.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 90.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,613.0
497,"樊喜刚, 蒋大鸣, 单长智, 等. Cu 含量对Al-Zn-Mg-Cu合金的组织性能和断裂行为的影响. 轻合金加工技术, 2006, 34(2): 31-35. DOI: 10. 3969/j. issn. 1007-7235. 2006. 02. 010. ",0.0,89.4,0.0,0.0,0.0,1.7,0.09,0.0,2.33,0.0,0.0,0.0,0.05,0.0,0.0,0.0,6.31,0.12,470,90,0,0,0,0,0.0,120,24.0,175,8.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 90.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,593.0
498,"杜勋贵, 尤俊华, 曲迎东, 等. 微量Cu元素对Al-Zn-Mg-Cu合金组织性能的影响. 材料研究与应用, 2018, 12(3): 191-195. DOI: 10. 3969/j. issn. 1673-9981. 2018. 03. 008. ",0.0,92.106,0.0,0.0,0.0,0.6,0.089,0.0,1.12,0.0,0.0,0.0,0.075,0.0,0.0,0.0,6.01,0.0,470,120,0,0,0,0,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 130.0℃ for 24.0 hours.,439.0
499,"杜勋贵, 尤俊华, 曲迎东, 等. 微量Cu元素对Al-Zn-Mg-Cu合金组织性能的影响. 材料研究与应用, 2018, 12(3): 191-195. DOI: 10. 3969/j. issn. 1673-9981. 2018. 03. 008. ",0.0,92.306,0.0,0.0,0.0,0.4,0.089,0.0,1.12,0.0,0.0,0.0,0.075,0.0,0.0,0.0,6.01,0.0,470,120,0,0,0,0,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 130.0℃ for 24.0 hours.,428.0
500,"杜勋贵, 尤俊华, 曲迎东, 等. 微量Cu元素对Al-Zn-Mg-Cu合金组织性能的影响. 材料研究与应用, 2018, 12(3): 191-195. DOI: 10. 3969/j. issn. 1673-9981. 2018. 03. 008. ",0.0,92.506,0.0,0.0,0.0,0.2,0.089,0.0,1.12,0.0,0.0,0.0,0.075,0.0,0.0,0.0,6.01,0.0,470,120,0,0,0,0,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 130.0℃ for 24.0 hours.,415.0
501,"杜勋贵, 尤俊华, 曲迎东, 等. 微量Cu元素对Al-Zn-Mg-Cu合金组织性能的影响. 材料研究与应用, 2018, 12(3): 191-195. DOI: 10. 3969/j. issn. 1673-9981. 2018. 03. 008. ",0.0,92.706,0.0,0.0,0.0,0.0,0.089,0.0,1.12,0.0,0.0,0.0,0.075,0.0,0.0,0.0,6.01,0.0,470,120,0,0,0,0,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 130.0℃ for 24.0 hours.,387.0
