structure,exfoliation_en,structure_description
"Full Formula (Ir4 Cl12)
Reduced Formula: IrCl3
abc   :   6.086084  10.542434  28.273949
angles:  90.000000  93.987160  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ir    0.890374  0.972886  0.145189  [0.0, 0.0, 0.0]
  1  Ir    0.890374  0.639569  0.145189  [0.0, 0.0, 0.0]
  2  Ir    0.390373  0.472886  0.145189  [0.0, 0.0, 0.0]
  3  Ir    0.390373  0.139569  0.145189  [0.0, 0.0, 0.0]
  4  Cl    0.080463  0.481357  0.191605  [0.0, 0.0, 0.0]
  5  Cl    0.080463  0.131097  0.191605  [0.0, 0.0, 0.0]
  6  Cl    0.055109  0.806227  0.191611  [0.0, 0.0, 0.0]
  7  Cl    0.580463  0.981357  0.191605  [0.0, 0.0, 0.0]
  8  Cl    0.580463  0.631097  0.191605  [0.0, 0.0, 0.0]
  9  Cl    0.55511   0.306228  0.191611  [0.0, 0.0, 0.0]
 10  Cl    0.225638  0.306228  0.098767  [0.0, 0.0, 0.0]
 11  Cl    0.200284  0.981357  0.098773  [0.0, 0.0, 0.0]
 12  Cl    0.200284  0.631097  0.098773  [0.0, 0.0, 0.0]
 13  Cl    0.725638  0.806227  0.098767  [0.0, 0.0, 0.0]
 14  Cl    0.700285  0.481357  0.098773  [0.0, 0.0, 0.0]
 15  Cl    0.700285  0.131097  0.098773  [0.0, 0.0, 0.0]",73.51425000000012,"IrCl3 is Aluminum trichloride-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one IrCl3 sheet oriented in the (0, 0, 1) direction. Ir(1) is bonded to six equivalent Cl(1,2) atoms to form edge-sharing IrCl6 octahedra. All Ir(1)-Cl(1,2) bond lengths are 2.37 Å. Cl(1,2) is bonded in an L-shaped geometry to two equivalent Ir(1) atoms."
"Full Formula (Tl4 F4)
Reduced Formula: TlF
abc   :   5.302612   5.305790  26.386389
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Tl    0.859692  0.049466  0.180968  [0.0, 0.0, 0.0]
  1  Tl    0.359692  0.548352  0.180968  [0.0, 0.0, 0.0]
  2  Tl    0.359692  0.048352  0.061065  [0.0, 0.0, 0.0]
  3  Tl    0.859692  0.549466  0.061065  [0.0, 0.0, 0.0]
  4  F     0.359692  0.046491  0.154611  [0.0, 0.0, 0.0]
  5  F     0.859692  0.551327  0.154611  [0.0, 0.0, 0.0]
  6  F     0.859692  0.051327  0.087422  [0.0, 0.0, 0.0]
  7  F     0.359692  0.546491  0.087422  [0.0, 0.0, 0.0]",66.55694999999983,TlF is Indium-like structured and crystallizes in the orthorhombic Pbcm space group. The structure is zero-dimensional and consists of four TlF clusters. Tl(1) is bonded in a distorted single-bond geometry to one F(1) atom. The Tl(1)-F(1) bond length is 2.47 Å. F(1) is bonded in a distorted single-bond geometry to one Tl(1) atom.
"Full Formula (K1 Au1 Se2)
Reduced Formula: KAuSe2
abc   :   3.757423   6.732223  27.905000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Au    0    0         0.141641  [0.0, 0.0, 0.0]
  1  K     0    0.5       0.141641  [0.0, 0.0, 0.0]
  2  Se    0.5  0.140541  0.092216  [0.0, 0.0, 0.0]
  3  Se    0.5  0.859459  0.191067  [0.0, 0.0, 0.0]",255.47814999999983,"KAuSe2 crystallizes in the monoclinic P2/m space group. The structure is two-dimensional and consists of one KAuSe2 sheet oriented in the (0, 0, 1) direction. K(1) is bonded to two equivalent Au(1) and four equivalent Se(1) atoms to form KAu2Se4 octahedra that share corners with two equivalent K(1)Au2Se4 octahedra, corners with four equivalent Au(1)K2Se4 octahedra, edges with two equivalent K(1)Au2Se4 octahedra, and edges with two equivalent Au(1)K2Se4 octahedra. The corner-sharing octahedral tilt angles range from 0-62°. Both K(1)-Au(1) bond lengths are 3.37 Å. All K(1)-Se(1) bond lengths are 3.36 Å. Au(1) is bonded to two equivalent K(1) and four equivalent Se(1) atoms to form distorted AuK2Se4 octahedra that share corners with two equivalent Au(1)K2Se4 octahedra, corners with four equivalent K(1)Au2Se4 octahedra, edges with two equivalent K(1)Au2Se4 octahedra, and edges with two equivalent Au(1)K2Se4 octahedra. The corner-sharing octahedral tilt angles range from 0-62°. All Au(1)-Se(1) bond lengths are 2.52 Å. Se(1) is bonded in a 4-coordinate geometry to two equivalent K(1) and two equivalent Au(1) atoms."
"Full Formula (Tm2 I2 O2)
Reduced Formula: TmIO
abc   :   3.868562   3.868562  29.907783
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Tm    0.773804  0.273804  0.201533  [0.0, 0.0, 0.0]
  1  Tm    0.273804  0.773804  0.129745  [0.0, 0.0, 0.0]
  2  I     0.273804  0.773804  0.264952  [0.0, 0.0, 0.0]
  3  I     0.773804  0.273804  0.066326  [0.0, 0.0, 0.0]
  4  O     0.773804  0.773804  0.165639  [0.0, 0.0, 0.0]
  5  O     0.273804  0.273804  0.165639  [0.0, 0.0, 0.0]",47.13916666666762,"TmOI is lead oxide-derived structured and crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one TmOI sheet oriented in the (0, 0, 1) direction. Tm(1) is bonded in a 4-coordinate geometry to four equivalent O(1) and four equivalent I(1) atoms. All Tm(1)-O(1) bond lengths are 2.21 Å. All Tm(1)-I(1) bond lengths are 3.33 Å. O(1) is bonded to four equivalent Tm(1) atoms to form a mixture of corner and edge-sharing OTm4 tetrahedra. I(1) is bonded in a 4-coordinate geometry to four equivalent Tm(1) atoms."
"Full Formula (Rb4 Pd6 S8)
Reduced Formula: Rb2Pd3S4
abc   :   6.167439  10.682300  27.757200
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (18)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Pd    0.25  0.75      0.247813  [0.0, 0.0, 0.0]
  1  Pd    0.5   0.5       0.247813  [0.0, 0.0, 0.0]
  2  Pd    0.25  0.25      0.247813  [0.0, 0.0, 0.0]
  3  Pd    0.75  0.25      0.247813  [0.0, 0.0, 0.0]
  4  Pd    0     0         0.247813  [0.0, 0.0, 0.0]
  5  Pd    0.75  0.75      0.247813  [0.0, 0.0, 0.0]
  6  Rb    0     0.5       0.323699  [0.0, 0.0, 0.0]
  7  Rb    0     0.5       0.171928  [0.0, 0.0, 0.0]
  8  Rb    0.5   0         0.323699  [0.0, 0.0, 0.0]
  9  Rb    0.5   0         0.171928  [0.0, 0.0, 0.0]
 10  S     0     0.166662  0.304231  [0.0, 0.0, 0.0]
 11  S     0     0.166662  0.191395  [0.0, 0.0, 0.0]
 12  S     0     0.833338  0.304231  [0.0, 0.0, 0.0]
 13  S     0     0.833338  0.191395  [0.0, 0.0, 0.0]
 14  S     0.5   0.666662  0.304231  [0.0, 0.0, 0.0]
 15  S     0.5   0.666662  0.191395  [0.0, 0.0, 0.0]
 16  S     0.5   0.333338  0.304231  [0.0, 0.0, 0.0]
 17  S     0.5   0.333338  0.191395  [0.0, 0.0, 0.0]",95.97411111111144,"Rb2Pd3S4 crystallizes in the hexagonal P6/mmm space group. The structure is two-dimensional and consists of one Rb2Pd3S4 sheet oriented in the (0, 0, 1) direction. Rb(1) is bonded in a 12-coordinate geometry to six equivalent Pd(1) and six equivalent S(1) atoms. All Rb(1)-Pd(1) bond lengths are 3.73 Å. All Rb(1)-S(1) bond lengths are 3.60 Å. Pd(1) is bonded in a distorted square co-planar geometry to four equivalent Rb(1) and four equivalent S(1) atoms. All Pd(1)-S(1) bond lengths are 2.37 Å. S(1) is bonded in a 3-coordinate geometry to three equivalent Rb(1) and three equivalent Pd(1) atoms."
"Full Formula (Ba4 Sb2 O1)
Reduced Formula: Ba4Sb2O
abc   :   5.235145   5.235145  27.442801
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Ba     0     0    0.225145  [0.0, 0.0, 0.0]
  1  Ba     0    -0    0.446901  [0.0, 0.0, 0.0]
  2  Ba    -0     0.5  0.336023  [0.0, 0.0, 0.0]
  3  Ba     0.5   0    0.336023  [0.0, 0.0, 0.0]
  4  O      0    -0    0.336023  [0.0, 0.0, 0.0]
  5  Sb     0.5   0.5  0.429108  [0.0, 0.0, 0.0]
  6  Sb     0.5   0.5  0.242938  [0.0, 0.0, 0.0]",232.8520000000003,"Ba4Sb2O crystallizes in the tetragonal P4/mmm space group. The structure is two-dimensional and consists of one Ba4Sb2O sheet oriented in the (0, 0, 1) direction. There are two inequivalent Ba sites. In the first Ba site, Ba(1) is bonded in a single-bond geometry to four equivalent Sb(1) and one O(1) atom. All Ba(1)-Sb(1) bond lengths are 3.73 Å. The Ba(1)-O(1) bond length is 3.04 Å. In the second Ba site, Ba(2) is bonded in a linear geometry to four equivalent Sb(1) and two equivalent O(1) atoms. All Ba(2)-Sb(1) bond lengths are 3.66 Å. Both Ba(2)-O(1) bond lengths are 2.62 Å. Sb(1) is bonded in a 8-coordinate geometry to four equivalent Ba(1) and four equivalent Ba(2) atoms. O(1) is bonded to two equivalent Ba(1) and four equivalent Ba(2) atoms to form corner-sharing OBa6 octahedra. The corner-sharing octahedra are not tilted."
"Full Formula (Ca1 I2)
Reduced Formula: CaI2
abc   :   4.469329   4.469329  28.056872
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ca    0.397959  0.023377  0.143581  [0.0, 0.0, 0.0]
  1  I     0.731292  0.690044  0.206831  [0.0, 0.0, 0.0]
  2  I     0.064626  0.35671   0.080331  [0.0, 0.0, 0.0]",82.42210000000006,"CaI2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CaI2 sheet oriented in the (0, 0, 1) direction. Ca(1) is bonded to six equivalent I(1) atoms to form edge-sharing CaI6 octahedra. All Ca(1)-I(1) bond lengths are 3.13 Å. I(1) is bonded in a distorted T-shaped geometry to three equivalent Ca(1) atoms."
"Full Formula (B1 P1 S4)
Reduced Formula: BPS4
abc   :   5.293726   4.722475  27.586887
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  B     0         0.5       0.191883  [0.0, 0.0, 0.0]
  1  P     0.5       0.5       0.191883  [0.0, 0.0, 0.0]
  2  S     0.767039  0.707391  0.150749  [0.0, 0.0, 0.0]
  3  S     0.232961  0.292609  0.150749  [0.0, 0.0, 0.0]
  4  S     0.767039  0.292609  0.233016  [0.0, 0.0, 0.0]
  5  S     0.232961  0.707391  0.233016  [0.0, 0.0, 0.0]",82.40150000000001,"BPS4 is Silicon Disuphide-derived structured and crystallizes in the orthorhombic P222 space group. The structure is one-dimensional and consists of one BPS4 ribbon oriented in the (0, 1, 0) direction. B(1) is bonded to four equivalent S(1) atoms to form BS4 tetrahedra that share edges with two equivalent P(1)S4 tetrahedra. All B(1)-S(1) bond lengths are 1.94 Å. P(1) is bonded to four equivalent S(1) atoms to form distorted PS4 tetrahedra that share edges with two equivalent B(1)S4 tetrahedra. All P(1)-S(1) bond lengths are 2.06 Å. S(1) is bonded in an L-shaped geometry to one B(1) and one P(1) atom."
"Full Formula (Cd1 Br2)
Reduced Formula: CdBr2
abc   :   4.012260   4.012259  30.255037
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Cd    0.426373  0.353578  0.23434   [0.0, 0.0, 0.0]
  1  Br    0.093038  0.686912  0.181946  [0.0, 0.0, 0.0]
  2  Br    0.759706  0.020245  0.286797  [0.0, 0.0, 0.0]",76.00554166666666,"CdBr2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CdBr2 sheet oriented in the (0, 0, 1) direction. Cd(1) is bonded to six equivalent Br(1) atoms to form edge-sharing CdBr6 octahedra. All Cd(1)-Br(1) bond lengths are 2.81 Å. Br(1) is bonded in a distorted T-shaped geometry to three equivalent Cd(1) atoms."
"Full Formula (Sm2 Br2 O2)
Reduced Formula: SmBrO
abc   :   3.919465   3.919465  28.704662
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sm    0.601027  0.101027  0.193229  [0.0, 0.0, 0.0]
  1  Sm    0.101027  0.601027  0.11002   [0.0, 0.0, 0.0]
  2  Br    0.101027  0.601027  0.250394  [0.0, 0.0, 0.0]
  3  Br    0.601027  0.101027  0.052855  [0.0, 0.0, 0.0]
  4  O     0.601027  0.601027  0.151625  [0.0, 0.0, 0.0]
  5  O     0.101027  0.101027  0.151625  [0.0, 0.0, 0.0]",56.60783333333352,"SmOBr is lead oxide-derived structured and crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one SmOBr sheet oriented in the (0, 0, 1) direction. Sm(1) is bonded in a 4-coordinate geometry to four equivalent O(1) and four equivalent Br(1) atoms. All Sm(1)-O(1) bond lengths are 2.29 Å. All Sm(1)-Br(1) bond lengths are 3.22 Å. O(1) is bonded to four equivalent Sm(1) atoms to form a mixture of corner and edge-sharing OSm4 tetrahedra. Br(1) is bonded in a 4-coordinate geometry to four equivalent Sm(1) atoms."
"Full Formula (Dy2 Cl6)
Reduced Formula: DyCl3
abc   :   3.771049   8.484828  25.990744
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Dy     0    0.75      0.120116  [0.0, 0.0, 0.0]
  1  Dy     0.5  0.25      0.129795  [0.0, 0.0, 0.0]
  2  Cl     0.5  0.75      0.048742  [0.0, 0.0, 0.0]
  3  Cl    -0    0.432356  0.078179  [0.0, 0.0, 0.0]
  4  Cl     0    0.067644  0.078179  [0.0, 0.0, 0.0]
  5  Cl     0.5  0.567644  0.171732  [0.0, 0.0, 0.0]
  6  Cl     0.5  0.932356  0.171732  [0.0, 0.0, 0.0]
  7  Cl    -0    0.25      0.201169  [0.0, 0.0, 0.0]",81.39600000000024,"DyCl3 crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one DyCl3 sheet oriented in the (0, 0, 1) direction. Dy(1) is bonded in a 8-coordinate geometry to two equivalent Cl(1) and six equivalent Cl(2) atoms. Both Dy(1)-Cl(1) bond lengths are 2.65 Å. There are four shorter (2.78 Å) and two longer (2.91 Å) Dy(1)-Cl(2) bond lengths. There are two inequivalent Cl sites. In the first Cl site, Cl(1) is bonded in an L-shaped geometry to two equivalent Dy(1) atoms. In the second Cl site, Cl(2) is bonded in a trigonal non-coplanar geometry to three equivalent Dy(1) atoms."
"Full Formula (K2 Tl2 O2)
Reduced Formula: KTlO
abc   :   6.121361   3.729205  24.836918
angles:  90.000000  98.514780  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a    b         c  velocities
---  ----  --------  ---  --------  ---------------
  0  K     0.311254  0    0.067497  [0.0, 0.0, 0.0]
  1  K     0.541999  0.5  0.188235  [0.0, 0.0, 0.0]
  2  Tl    0.800903  0.5  0.070665  [0.0, 0.0, 0.0]
  3  Tl    0.05235   0    0.185067  [0.0, 0.0, 0.0]
  4  O     0.152307  0.5  0.125299  [0.0, 0.0, 0.0]
  5  O     0.700946  0    0.130432  [0.0, 0.0, 0.0]",110.68334999999996,"KTlO is trigonal omega-derived structured and crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one KTlO sheet oriented in the (0, 0, 1) direction. K(1) is bonded in a distorted T-shaped geometry to three equivalent O(1) atoms. There are two shorter (2.63 Å) and one longer (2.65 Å) K(1)-O(1) bond length. Tl(1) is bonded in a distorted T-shaped geometry to three equivalent O(1) atoms. There is one shorter (2.37 Å) and two longer (2.51 Å) Tl(1)-O(1) bond lengths. O(1) is bonded to three equivalent K(1) and three equivalent Tl(1) atoms to form edge-sharing OK3Tl3 octahedra."
"Full Formula (Th2 N2 Cl2)
Reduced Formula: ThNCl
abc   :   4.002824   4.002824  27.045674
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Th    0.860147  0.360147  0.085987  [0.0, 0.0, 0.0]
  1  Th    0.360147  0.860147  0.174523  [0.0, 0.0, 0.0]
  2  N     0.360147  0.360147  0.130255  [0.0, 0.0, 0.0]
  3  N     0.860147  0.860147  0.130255  [0.0, 0.0, 0.0]
  4  Cl    0.860147  0.360147  0.232647  [0.0, 0.0, 0.0]
  5  Cl    0.360147  0.860147  0.027864  [0.0, 0.0, 0.0]",122.62650000000086,"ThNCl crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one ThNCl sheet oriented in the (0, 0, 1) direction. Th(1) is bonded in a 4-coordinate geometry to four equivalent N(1) and four equivalent Cl(1) atoms. All Th(1)-N(1) bond lengths are 2.33 Å. All Th(1)-Cl(1) bond lengths are 3.24 Å. N(1) is bonded to four equivalent Th(1) atoms to form a mixture of corner and edge-sharing NTh4 tetrahedra. Cl(1) is bonded in a 4-coordinate geometry to four equivalent Th(1) atoms."
"Full Formula (Bi2 Te2 Se1)
Reduced Formula: Bi2Te2Se
abc   :   4.326096   4.326097  30.268922
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0         0         0.648764  [0.0, 0.0, 0.0]
  1  Bi    0.666667  0.333333  0.772668  [0.0, 0.0, 0.0]
  2  Te    0.666667  0.333333  0.589916  [0.0, 0.0, 0.0]
  3  Te    0         0         0.831517  [0.0, 0.0, 0.0]
  4  Se    0.333333  0.666667  0.710717  [0.0, 0.0, 0.0]",70.52873999999964,"Bi2Te2Se is trigonal omega-derived structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one Bi2Te2Se sheet oriented in the (0, 0, 1) direction. Bi(1) is bonded to three equivalent Te(1) and three equivalent Se(1) atoms to form a mixture of corner and edge-sharing BiTe3Se3 octahedra. The corner-sharing octahedra are not tilted. All Bi(1)-Te(1) bond lengths are 3.07 Å. All Bi(1)-Se(1) bond lengths are 3.12 Å. Te(1) is bonded in a distorted T-shaped geometry to three equivalent Bi(1) atoms. Se(1) is bonded to six equivalent Bi(1) atoms to form edge-sharing SeBi6 octahedra."
"Full Formula (Co1 Cl2)
Reduced Formula: CoCl2
abc   :   3.470087   3.470087  22.244725
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.666667  0.333333  0.273394  [0.0, 0.0, 0.0]
  1  Cl    0         0         0.212213  [0.0, 0.0, 0.0]
  2  Cl    0.333333  0.666667  0.334575  [0.0, 0.0, 0.0]",67.44563333333353,"CoCl2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CoCl2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent Cl(1) atoms to form edge-sharing CoCl6 octahedra. All Co(1)-Cl(1) bond lengths are 2.42 Å. Cl(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms."
"Full Formula (Pb2 Cl2 F2)
Reduced Formula: PbClF
abc   :   4.002347   4.002347  27.337137
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pb    0.382711  0.882712  0.190855  [0.0, 0.0, 0.0]
  1  Pb    0.882712  0.382711  0.077539  [0.0, 0.0, 0.0]
  2  Cl    0.882712  0.382711  0.233501  [0.0, 0.0, 0.0]
  3  Cl    0.382711  0.882712  0.034894  [0.0, 0.0, 0.0]
  4  F     0.382711  0.382711  0.134197  [0.0, 0.0, 0.0]
  5  F     0.882712  0.882712  0.134197  [0.0, 0.0, 0.0]",92.21549999999978,"PbFCl crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one PbFCl sheet oriented in the (0, 0, 1) direction. Pb(1) is bonded in a 8-coordinate geometry to four equivalent Cl(1) and four equivalent F(1) atoms. All Pb(1)-Cl(1) bond lengths are 3.06 Å. All Pb(1)-F(1) bond lengths are 2.53 Å. Cl(1) is bonded to four equivalent Pb(1) atoms to form distorted ClPb4 trigonal pyramids that share corners with eight equivalent F(1)Pb4 tetrahedra, corners with four equivalent Cl(1)Pb4 trigonal pyramids, edges with four equivalent F(1)Pb4 tetrahedra, and edges with four equivalent Cl(1)Pb4 trigonal pyramids. F(1) is bonded to four equivalent Pb(1) atoms to form FPb4 tetrahedra that share corners with four equivalent F(1)Pb4 tetrahedra, corners with eight equivalent Cl(1)Pb4 trigonal pyramids, edges with four equivalent F(1)Pb4 tetrahedra, and edges with four equivalent Cl(1)Pb4 trigonal pyramids."
"Full Formula (Bi2 I6)
Reduced Formula: BiI3
abc   :   7.588420   7.588421  27.085836
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0         0         0.284133  [0.0, 0.0, 0.0]
  1  Bi    0.333333  0.666667  0.284081  [0.0, 0.0, 0.0]
  2  I     0.66668   0.997052  0.216651  [0.0, 0.0, 0.0]
  3  I     0.002948  0.669629  0.216651  [0.0, 0.0, 0.0]
  4  I     0.330371  0.33332   0.216651  [0.0, 0.0, 0.0]
  5  I     0.666653  0.669615  0.351564  [0.0, 0.0, 0.0]
  6  I     0.002962  0.333347  0.351564  [0.0, 0.0, 0.0]
  7  I     0.330385  0.997038  0.351564  [0.0, 0.0, 0.0]",96.21426249999998,"BiI3 is Bismuth triodide-like structured and crystallizes in the trigonal P-31m space group. The structure is two-dimensional and consists of one BiI3 sheet oriented in the (0, 0, 1) direction. Bi(1) is bonded to six equivalent I(1) atoms to form edge-sharing BiI6 octahedra. All Bi(1)-I(1) bond lengths are 3.11 Å. I(1) is bonded in an L-shaped geometry to two equivalent Bi(1) atoms."
"Full Formula (Sm2 Br6)
Reduced Formula: SmBr3
abc   :   4.015942   9.134716  28.313969
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Sm     0.5  0.25      0.121839  [0.0, 0.0, 0.0]
  1  Sm    -0    0.75      0.130933  [0.0, 0.0, 0.0]
  2  Br     0    0.25      0.049667  [0.0, 0.0, 0.0]
  3  Br     0.5  0.566844  0.079255  [0.0, 0.0, 0.0]
  4  Br     0.5  0.933156  0.079255  [0.0, 0.0, 0.0]
  5  Br    -0    0.433156  0.173517  [0.0, 0.0, 0.0]
  6  Br     0    0.066844  0.173517  [0.0, 0.0, 0.0]
  7  Br     0.5  0.75      0.203105  [0.0, 0.0, 0.0]",87.72100000000016,"SmBr3 crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one SmBr3 sheet oriented in the (0, 0, 1) direction. Sm(1) is bonded in a 8-coordinate geometry to two equivalent Br(1) and six equivalent Br(2) atoms. Both Sm(1)-Br(1) bond lengths are 2.86 Å. There are four shorter (3.00 Å) and two longer (3.14 Å) Sm(1)-Br(2) bond lengths. There are two inequivalent Br sites. In the first Br site, Br(1) is bonded in an L-shaped geometry to two equivalent Sm(1) atoms. In the second Br site, Br(2) is bonded in a trigonal non-coplanar geometry to three equivalent Sm(1) atoms."
"Full Formula (Er2 Se2 I2)
Reduced Formula: ErSeI
abc   :   4.167656   5.568191  29.819798
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Er    0.668241  0.874693  0.202646  [0.0, 0.0, 0.0]
  1  Er    0.168241  0.374693  0.126659  [0.0, 0.0, 0.0]
  2  Se    0.668241  0.374693  0.191324  [0.0, 0.0, 0.0]
  3  Se    0.168241  0.874693  0.13798   [0.0, 0.0, 0.0]
  4  I     0.168241  0.874693  0.275462  [0.0, 0.0, 0.0]
  5  I     0.668241  0.374693  0.053842  [0.0, 0.0, 0.0]",62.06466666666621,"ErSeI crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one ErSeI sheet oriented in the (0, 0, 1) direction. Er(1) is bonded to four equivalent Se(1) and two equivalent I(1) atoms to form a mixture of corner and edge-sharing ErSe4I2 octahedra. The corner-sharing octahedral tilt angles are 14°. There are two shorter (2.80 Å) and two longer (2.84 Å) Er(1)-Se(1) bond lengths. Both Er(1)-I(1) bond lengths are 3.01 Å. Se(1) is bonded in a rectangular see-saw-like geometry to four equivalent Er(1) atoms. I(1) is bonded in an L-shaped geometry to two equivalent Er(1) atoms."
"Full Formula (Na2 Pd3 O4)
Reduced Formula: Na2Pd3O4
abc   :   3.083152   5.481996  27.409200
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (9)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Na    0.5  0         0.152562  [0.0, 0.0, 0.0]
  1  Na    0.5  0         0.33666   [0.0, 0.0, 0.0]
  2  O     0    0.252697  0.300893  [0.0, 0.0, 0.0]
  3  O     0    0.747303  0.18833   [0.0, 0.0, 0.0]
  4  O     0    0.252697  0.18833   [0.0, 0.0, 0.0]
  5  O     0    0.747303  0.300893  [0.0, 0.0, 0.0]
  6  Pd    0.5  0.5       0.297804  [0.0, 0.0, 0.0]
  7  Pd    0.5  0.5       0.191419  [0.0, 0.0, 0.0]
  8  Pd    0    0         0.244611  [0.0, 0.0, 0.0]",139.05244444444432,"Na2Pd3O4 crystallizes in the orthorhombic Pmmm space group. The structure is two-dimensional and consists of one Na2Pd3O4 sheet oriented in the (0, 0, 1) direction. Na(1) is bonded in a 4-coordinate geometry to four equivalent O(1) atoms. All Na(1)-O(1) bond lengths are 2.29 Å. There are two inequivalent Pd sites. In the first Pd site, Pd(1) is bonded in a square co-planar geometry to four equivalent O(1) atoms. All Pd(1)-O(1) bond lengths are 2.05 Å. In the second Pd site, Pd(2) is bonded in a square co-planar geometry to four equivalent O(1) atoms. All Pd(2)-O(1) bond lengths are 2.07 Å. O(1) is bonded to two equivalent Na(1), one Pd(2), and two equivalent Pd(1) atoms to form a mixture of distorted corner, face, and edge-sharing ONa2Pd3 trigonal bipyramids."
