ID,composition,Al(at%),C(at%),Co(at%),Cr(at%),Fe(at%),Mn(at%),Mo(at%),N(at%),Nb(at%),Ni(at%),Si(at%),Ti(at%),V(at%),W(at%),yield strength
180,Fe0.748C0.00704Mn0.00164Si0.00120Cr0.0218Ni0.0967Mo0.00716V0.000111Nb0.0000606Co0.116Al0.000209,0.020900000000000002,0.7040000000000001,11.600000000000001,2.18,74.8,0.164,0.716,0.0,0.00606,9.67,0.12,0.0,0.0111,0.0,1503.4
181,Fe0.750C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0789Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0218Ti0.00104,2.18,0.13799999999999998,0.009399999999999999,13.3,75.0,0.0101,1.28,0.0,0.00596,7.89,0.0197,0.104,0.0109,0.0,1350.3
182,Fe0.750C0.00184Mn0.000101Si0.000394Cr0.133Ni0.0814Mo0.0121V0.000109Nb0.0000596Co0.0000939Al0.0205,2.0500000000000003,0.184,0.00939,13.3,75.0,0.0101,1.21,0.0,0.00596,8.14,0.0394,0.0,0.0109,0.0,1308.0
183,Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0217Ti0.00104,2.17,0.13799999999999998,0.00939,13.3,75.1,0.0101,1.28,0.0395,0.00596,7.84,0.0197,0.104,0.0109,0.0,1357.9
184,Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000939Al0.0220Ti0.000578,2.1999999999999997,0.13799999999999998,0.00939,13.3,75.1,0.0101,1.28,0.0,0.00596,7.84,0.0197,0.0578,0.0109,0.0,1317.0
185,Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0787Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0217Ti0.000231,2.17,0.13799999999999998,0.00939,13.3,75.1,0.0101,1.28,0.0395,0.00596,7.870000000000001,0.0197,0.0231,0.0109,0.0,1269.0
186,Fe0.751C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0782Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0215Ti0.000116,2.15,0.13799999999999998,0.00939,13.4,75.1,0.0101,1.28,0.0395,0.00596,7.82,0.0197,0.0116,0.0109,0.0,1306.9
187,Fe0.751C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0791Mo0.0129V0.000109Nb0.0000596Co0.0000940Al0.0211Ti0.000116,2.11,0.13799999999999998,0.009399999999999999,13.4,75.1,0.0101,1.29,0.0,0.00596,7.91,0.0197,0.0116,0.0109,0.0,1285.0
188,Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0783Mo0.0129V0.000109Nb0.0000596Co0.0000939Al0.0220Ti0.000116,2.1999999999999997,0.184,0.00939,13.3,75.1,0.0101,1.29,0.0,0.00596,7.829999999999999,0.0197,0.0116,0.0109,0.0,1297.5
189,Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0785Mo0.0128V0.000109Nb0.0000596Co0.0000939Al0.0217Ti0.000578,2.17,0.184,0.00939,13.3,75.1,0.0101,1.28,0.0,0.00596,7.85,0.0197,0.0578,0.0109,0.0,1344.0
190,Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0786Mo0.0127V0.000109Nb0.0000596Co0.0000939Al0.0213Ti0.00116,2.13,0.184,0.00939,13.3,75.1,0.0101,1.27,0.0,0.00596,7.86,0.0197,0.116,0.0109,0.0,1348.6
191,Fe0.751C0.00563Mn0.00185Si0.00120Cr0.0218Ni0.0967Mo0.00587V0.000111Nb0.0000606Co0.116Al0.000209,0.020900000000000002,0.563,11.600000000000001,2.18,75.1,0.185,0.587,0.0,0.00606,9.67,0.12,0.0,0.0111,0.0,1463.3
192,Fe0.752C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0781Mo0.0127V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0215Ti0.000578,2.15,0.13799999999999998,0.00939,13.3,75.2,0.0101,1.27,0.0395,0.00596,7.8100000000000005,0.0197,0.0578,0.0109,0.0,1276.7
193,Fe0.752C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0218Ti0.000231,2.18,0.13799999999999998,0.009399999999999999,13.3,75.2,0.0101,1.28,0.0,0.00596,7.84,0.0197,0.0231,0.0109,0.0,1296.0
194,Fe0.752C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0209Ti0.000116,2.09,0.13799999999999998,0.009399999999999999,13.4,75.2,0.0101,1.28,0.0,0.00596,7.84,0.0197,0.0116,0.0109,0.0,1277.7
195,Fe0.752C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0783Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0209Ti0.00104,2.09,0.184,0.009399999999999999,13.3,75.2,0.0101,1.28,0.0,0.00596,7.829999999999999,0.0197,0.104,0.0109,0.0,1391.2
196,Fe0.752C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0787Mo0.0129V0.000109Nb0.0000596Co0.0000940Al0.0213Ti0.000116,2.13,0.184,0.009399999999999999,13.3,75.2,0.0101,1.29,0.0,0.00596,7.870000000000001,0.0197,0.0116,0.0109,0.0,1312.0
197,Fe0.753C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0127V0.000109Nb0.0000596Co0.0000940Al0.0211Ti0.000231,2.11,0.13799999999999998,0.009399999999999999,13.3,75.3,0.0101,1.27,0.0,0.00596,7.84,0.0197,0.0231,0.0109,0.0,1276.5
198,Fe0.753C0.00929Mn0.000102Si0.000199Cr0.0880Ni0.0200Mo0.00756V0.00318Nb0.0000600Co0.117Al0.000620Ti0.000233,0.062,0.9289999999999999,11.700000000000001,8.799999999999999,75.3,0.0102,0.756,0.0,0.006,2.0,0.0199,0.0233,0.318,0.0,1357.3
199,Fe0.754C0.00184Mn0.000101Si0.000197Cr0.132Ni0.0780Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0213Ti0.000347,2.13,0.184,0.009399999999999999,13.200000000000001,75.4,0.0101,1.28,0.0,0.00596,7.8,0.0197,0.034699999999999995,0.0109,0.0,1294.9
200,Fe0.754C0.00599Mn0.0101Si0.00493Cr0.165Ni0.0396Mo0.0159V0.000109N0.00395Nb0.0000596Co0.0000940Al0.000616,0.0616,0.599,0.009399999999999999,16.5,75.4,1.01,1.59,0.395,0.00596,3.9600000000000004,0.49300000000000005,0.0,0.0109,0.0,1155.0
201,Fe0.754C0.00640Mn0.0300Si0.00469Cr0.166Ni0.0387Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.000610,0.061,0.64,0.00931,16.6,75.4,3.0,0.0114,0.0,0.00591,3.8699999999999997,0.469,0.0,0.010799999999999999,0.0,1153.4
202,Fe0.755C0.00185Mn0.000101Si0.000198Cr0.134Ni0.0794Mo0.0127V0.000109Nb0.0000598Co0.0000942Al0.0158Ti0.000232,1.58,0.185,0.00942,13.4,75.5,0.0101,1.27,0.0,0.00598,7.9399999999999995,0.019799999999999998,0.0232,0.0109,0.0,1280.2
203,Fe0.755C0.00552Mn0.00543Si0.0236Cr0.128Ni0.0188Mo0.0173V0.00380N0.00197Nb0.00244Co0.0375Al0.000615,0.0615,0.5519999999999999,3.75,12.8,75.5,0.543,1.73,0.197,0.244,1.8800000000000001,2.36,0.0,0.38,0.0,1074.9
204,Fe0.757C0.000465Mn0.000712Si0.00219Cr0.121Ni0.0981Mo0.0119V0.000110Nb0.0000602Co0.0000948Al0.00497Ti0.00269,0.49699999999999994,0.0465,0.00948,12.1,75.7,0.0712,1.1900000000000002,0.0,0.00602,9.81,0.219,0.269,0.011000000000000001,0.0,1157.5
205,Fe0.757C0.00185Mn0.000101Si0.000791Cr0.133Ni0.0781Mo0.0127V0.000109Nb0.0000597Co0.0000942Al0.0158Ti0.000232,1.58,0.185,0.00942,13.3,75.7,0.0101,1.27,0.0,0.0059700000000000005,7.8100000000000005,0.0791,0.0232,0.0109,0.0,1280.8
206,Fe0.757C0.0186Mn0.00163Si0.000199Cr0.131Ni0.0000953Mo0.0341V0.0105Nb0.0000602Co0.0467Al0.000622,0.062200000000000005,1.8599999999999999,4.67,13.100000000000001,75.7,0.163,3.4099999999999997,0.0,0.00602,0.00953,0.0199,0.0,1.05,0.0,1667.4
207,Fe0.758C0.00142Mn0.000104Si0.000203Cr0.123Ni0.0932Mo0.000119V0.000112Nb0.0000612Co0.0000965W0.0124Al0.00822Ti0.00309,0.822,0.14200000000000002,0.00965,12.3,75.8,0.0104,0.0119,0.0,0.00612,9.32,0.0203,0.309,0.0112,1.24,1199.0
208,Fe0.758C0.00185Mn0.000101Si0.000198Cr0.132Ni0.0780Mo0.0127V0.000109Nb0.0000597Co0.0000942Al0.0167Ti0.000348,1.67,0.185,0.00942,13.200000000000001,75.8,0.0101,1.27,0.0,0.0059700000000000005,7.8,0.019799999999999998,0.0348,0.0109,0.0,1305.4
209,Fe0.759C0.000472Mn0.000103Si0.000202Cr0.000109Ni0.203Mo0.0124V0.000111Nb0.0000610Co0.0000961Al0.00273Ti0.0225,0.27299999999999996,0.0472,0.00961,0.0109,75.9,0.0103,1.24,0.0,0.0060999999999999995,20.3,0.0202,2.25,0.0111,0.0,1661.2
210,Fe0.760C0.000454Mn0.000992Si0.0640Cr0.000105Ni0.172Mo0.000114V0.000107Nb0.0000587Co0.0000925Al0.00101Ti0.00125,0.101,0.045399999999999996,0.00925,0.0105,76.0,0.09920000000000001,0.0114,0.0,0.005869999999999999,17.2,6.4,0.125,0.0107,0.0,1474.4
211,Fe0.760C0.000468Mn0.000102Si0.000200Cr0.113Ni0.0986Mo0.0181V0.000110Nb0.0000605Co0.0000953Al0.00749Ti0.00129,0.749,0.0468,0.00953,11.3,76.0,0.0102,1.81,0.0,0.00605,9.86,0.02,0.129,0.011000000000000001,0.0,1091.4
212,Fe0.762C0.000930Mn0.00752Si0.00199Cr0.110Ni0.0971Mo0.0115V0.000110Nb0.0000601Co0.0000948Al0.00621Ti0.00257,0.621,0.093,0.00948,11.0,76.2,0.752,1.15,0.0,0.00601,9.71,0.199,0.257,0.011000000000000001,0.0,1145.8
213,Fe0.763C0.000466Mn0.000509Si0.000398Cr0.114Ni0.101Mo0.0120V0.000110Nb0.0000602Co0.0000949Al0.00746Ti0.000935,0.746,0.0466,0.00949,11.4,76.3,0.0509,1.2,0.0,0.00602,10.100000000000001,0.0398,0.0935,0.011000000000000001,0.0,1194.0
214,Fe0.763C0.00479Mn0.00524Si0.00615Cr0.133Ni0.0196Mo0.000120V0.000113Nb0.0000619Co0.0488W0.0188Al0.000640,0.064,0.479,4.88,13.3,76.3,0.524,0.012,0.0,0.00619,1.96,0.615,0.0,0.0113,1.8800000000000001,1235.9
215,Fe0.763Mn0.00102Si0.00814Cr0.109Ni0.0988Mo0.0116V0.000109Nb0.0000600Co0.0000946Al0.00517Ti0.00268,0.517,0.0,0.00946,10.9,76.3,0.10200000000000001,1.16,0.0,0.006,9.879999999999999,0.814,0.268,0.0109,0.0,1221.6
216,Fe0.764C0.000467Mn0.000511Si0.00200Cr0.0831Ni0.117Mo0.0178V0.000110Nb0.0000604Co0.0000952Al0.0131Ti0.00234,1.31,0.046700000000000005,0.009519999999999999,8.309999999999999,76.4,0.05109999999999999,1.78,0.0,0.006039999999999999,11.700000000000001,0.2,0.234,0.011000000000000001,0.0,1506.8
217,Fe0.765C0.000909Mn0.00109Si0.0618Cr0.000105Ni0.170Mo0.000114V0.000107Nb0.0000587Co0.0000926Al0.000607,0.060700000000000004,0.0909,0.009260000000000001,0.0105,76.5,0.109,0.0114,0.0,0.005869999999999999,17.0,6.18,0.0,0.0107,0.0,1419.4
218,Fe0.765Mn0.000713Si0.00199Cr0.112Ni0.0992Mo0.0128V0.000110Nb0.0000603Co0.0000950Al0.00519Ti0.00281,0.519,0.0,0.0095,11.200000000000001,76.5,0.0713,1.28,0.0,0.006030000000000001,9.92,0.199,0.281,0.011000000000000001,0.0,1224.7
219,Fe0.765Mn0.00112Si0.00597Cr0.110Ni0.0990Mo0.0119V0.000110Nb0.0000601Co0.0000948Al0.00414Ti0.00257,0.414,0.0,0.00948,11.0,76.5,0.11199999999999999,1.1900000000000002,0.0,0.00601,9.9,0.597,0.257,0.011000000000000001,0.0,1173.8
220,Fe0.766C0.000468Mn0.000819Si0.00100Cr0.102Ni0.103Mo0.0188V0.000110Nb0.0000606Co0.0000955Al0.00563Ti0.00259,0.563,0.0468,0.009550000000000001,10.2,76.6,0.0819,1.8800000000000001,0.0,0.00606,10.299999999999999,0.1,0.259,0.011000000000000001,0.0,1267.8
221,Fe0.766C0.00140Mn0.000102Si0.000199Cr0.115Ni0.0900Mo0.0143V0.000110Nb0.0000601Co0.0000948Al0.00952Ti0.00327,0.9520000000000001,0.13999999999999999,0.00948,11.5,76.6,0.0102,1.43,0.0,0.00601,9.0,0.0199,0.327,0.011000000000000001,0.0,1182.0
222,Fe0.766Mn0.000510Si0.000399Cr0.121Ni0.0945Mo0.0120V0.000110Nb0.0000603Co0.0000950Al0.00270Ti0.00351,0.27,0.0,0.0095,12.1,76.6,0.051000000000000004,1.2,0.0,0.006030000000000001,9.45,0.0399,0.35100000000000003,0.011000000000000001,0.0,1172.0
223,Fe0.766Mn0.00366Si0.00159Cr0.110Ni0.0981Mo0.0118V0.000110Nb0.0000602Co0.0000949Al0.00622Ti0.00269,0.622,0.0,0.00949,11.0,76.6,0.366,1.18,0.0,0.00602,9.81,0.159,0.269,0.011000000000000001,0.0,1178.9
224,Fe0.766Mn0.00448Si0.00159Cr0.109Ni0.0981Mo0.0117V0.000110Nb0.0000602Co0.0000949Al0.00622Ti0.00257,0.622,0.0,0.00949,10.9,76.6,0.44799999999999995,1.17,0.0,0.00602,9.81,0.159,0.257,0.011000000000000001,0.0,1163.0
225,Fe0.767C0.000465Mn0.00112Si0.00358Cr0.110Ni0.0981Mo0.0119V0.000110Nb0.0000601Co0.0000948Al0.00559Ti0.00257,0.559,0.0465,0.00948,11.0,76.7,0.11199999999999999,1.1900000000000002,0.0,0.00601,9.81,0.358,0.257,0.011000000000000001,0.0,1175.4
226,Fe0.768C0.000466Mn0.000306Si0.000598Cr0.110Ni0.100Mo0.0128V0.000110Nb0.0000603Co0.0000951Al0.00478Ti0.00281,0.47800000000000004,0.0466,0.00951,11.0,76.8,0.030600000000000002,1.28,0.0,0.006030000000000001,10.0,0.0598,0.281,0.011000000000000001,0.0,1340.8
227,Fe0.768C0.000466Mn0.00122Si0.00119Cr0.111Ni0.0972Mo0.0119V0.000110Nb0.0000602Co0.0000949Al0.00642Ti0.00245,0.642,0.0466,0.00949,11.1,76.8,0.122,1.1900000000000002,0.0,0.00602,9.719999999999999,0.11900000000000001,0.245,0.011000000000000001,0.0,1258.8
228,Fe0.768C0.000468Mn0.000512Si0.00180Cr0.0827Ni0.117Mo0.0179V0.000110Nb0.0000605Co0.0000954Al0.00958Ti0.00235,0.958,0.0468,0.00954,8.27,76.8,0.051199999999999996,1.79,0.0,0.00605,11.700000000000001,0.18,0.23500000000000001,0.011000000000000001,0.0,1414.5
229,Fe0.768C0.000931Mn0.00244Si0.00199Cr0.110Ni0.0981Mo0.0113V0.000110Nb0.0000602Co0.0000948Al0.00497Ti0.00269,0.49699999999999994,0.0931,0.00948,11.0,76.8,0.244,1.13,0.0,0.00602,9.81,0.199,0.269,0.011000000000000001,0.0,1167.2
230,Fe0.769Mn0.000509Si0.000398Cr0.112Ni0.0953Mo0.0119V0.000110Nb0.0000602Co0.0000949Al0.00725Ti0.00362,0.7250000000000001,0.0,0.00949,11.200000000000001,76.9,0.0509,1.1900000000000002,0.0,0.00602,9.53,0.0398,0.362,0.011000000000000001,0.0,1282.2
231,Fe0.770C0.000470Mn0.000103Si0.000201Cr0.000109Ni0.168Mo0.0124V0.0222Nb0.0000607Co0.0000957Al0.00251Ti0.0236,0.251,0.047,0.009569999999999999,0.0109,77.0,0.0103,1.24,0.0,0.00607,16.8,0.0201,2.36,2.22,0.0,1998.6
232,Fe0.770C0.000930Mn0.00488Si0.00199Cr0.107Ni0.0952Mo0.0112V0.000110Nb0.0000601Co0.0000948Al0.00600Ti0.00245,0.6,0.093,0.00948,10.7,77.0,0.488,1.1199999999999999,0.0,0.00601,9.520000000000001,0.199,0.245,0.011000000000000001,0.0,1188.6
233,Fe0.770Mn0.000509Si0.000398Cr0.111Ni0.0972Mo0.0120V0.000110Nb0.0000602Co0.0000949Al0.00726Ti0.00199,0.726,0.0,0.00949,11.1,77.0,0.0509,1.2,0.0,0.00602,9.719999999999999,0.0398,0.199,0.011000000000000001,0.0,1243.0
234,Fe0.771Mn0.00122Si0.00140Cr0.107Ni0.100Mo0.0123V0.000110Nb0.0000603Co0.0000950Al0.00477Ti0.00257,0.477,0.0,0.0095,10.7,77.10000000000001,0.122,1.23,0.0,0.006030000000000001,10.0,0.13999999999999999,0.257,0.011000000000000001,0.0,1150.6
235,Fe0.772C0.0169Mn0.00226Si0.000201Cr0.0732Ni0.0000961Mo0.0338V0.0106Nb0.0000607Co0.0905Al0.000627,0.06269999999999999,1.69,9.049999999999999,7.32,77.2,0.22599999999999998,3.38,0.0,0.00607,0.00961,0.0201,0.0,1.06,0.0,1846.5
236,Fe0.773C0.000933Mn0.000612Si0.00259Cr0.112Ni0.0945Mo0.0126V0.000110Nb0.0000603Co0.0000950Al0.00187Ti0.00152,0.187,0.09330000000000001,0.0095,11.200000000000001,77.3,0.061200000000000004,1.26,0.0,0.006030000000000001,9.45,0.259,0.152,0.011000000000000001,0.0,1005.9
237,Fe0.773C0.00141Mn0.000512Si0.00220Cr0.0812Ni0.116Mo0.0179V0.000110Nb0.0000606Co0.0000955Al0.00522Ti0.00235,0.522,0.14100000000000001,0.009550000000000001,8.12,77.3,0.051199999999999996,1.79,0.0,0.00606,11.600000000000001,0.22,0.23500000000000001,0.011000000000000001,0.0,1218.8
238,Fe0.774Mn0.000511Si0.000599Cr0.111Ni0.0985Mo0.0120V0.000110Nb0.0000604Co0.0000952Al0.00187Ti0.00105,0.187,0.0,0.009519999999999999,11.1,77.4,0.05109999999999999,1.2,0.0,0.006039999999999999,9.85,0.0599,0.105,0.011000000000000001,0.0,1032.1
239,Fe0.777C0.000470Mn0.000719Si0.00201Cr0.0836Ni0.115Mo0.0178V0.000111Nb0.0000607Co0.0000958Al0.00167Ti0.000707,0.167,0.047,0.00958,8.36,77.7,0.0719,1.78,0.0,0.00607,11.5,0.201,0.0707,0.0111,0.0,1010.8
240,Fe0.777C0.00140Mn0.000102Si0.000199Cr0.122Ni0.0824Mo0.000117V0.000110Nb0.0000603Co0.0000950W0.00561Al0.00810Ti0.00316,0.8099999999999999,0.13999999999999999,0.0095,12.2,77.7,0.0102,0.0117,0.0,0.006030000000000001,8.24,0.0199,0.316,0.011000000000000001,0.561,1194.0
241,Fe0.778C0.000465Mn0.000813Si0.00238Cr0.0966Ni0.0808Mo0.0189V0.000110Nb0.0000601Co0.0000947Al0.0186Ti0.00268,1.8599999999999999,0.0465,0.00947,9.66,77.8,0.0813,1.8900000000000001,0.0,0.00601,8.08,0.23800000000000002,0.268,0.011000000000000001,0.0,1462.7
242,Fe0.778C0.000931Mn0.000611Si0.00159Cr0.0796Ni0.0981Mo0.0189V0.000110Nb0.0000602Co0.0000949Al0.0189Ti0.00269,1.8900000000000001,0.0931,0.00949,7.960000000000001,77.8,0.0611,1.8900000000000001,0.0,0.00602,9.81,0.159,0.269,0.011000000000000001,0.0,1555.8
243,Fe0.778Mn0.00122Si0.00159Cr0.112Ni0.0876Mo0.0115V0.000110Nb0.0000602Co0.0000949Al0.00539Ti0.00245,0.539,0.0,0.00949,11.200000000000001,77.8,0.122,1.15,0.0,0.00602,8.76,0.159,0.245,0.011000000000000001,0.0,1207.8
244,Fe0.779C0.000946Mn0.000103Si0.000202Cr0.000109Ni0.173Mo0.0184V0.0100Nb0.0000611Co0.0000964Al0.00147Ti0.0166,0.147,0.0946,0.00964,0.0109,77.9,0.0103,1.8399999999999999,0.0,0.006109999999999999,17.299999999999997,0.0202,1.66,1.0,0.0,1730.2
245,Fe0.779C0.00139Mn0.000101Si0.000198Cr0.114Ni0.0973Mo0.000116V0.000109Nb0.0000597Co0.0000941Al0.00432Ti0.00359,0.432,0.13899999999999998,0.00941,11.4,77.9,0.0101,0.0116,0.0,0.0059700000000000005,9.73,0.019799999999999998,0.359,0.0109,0.0,1125.0
246,Fe0.779C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.174Mo0.0130V0.000111Nb0.0000608Co0.0000959Al0.00209Ti0.0295,0.209,0.14100000000000001,0.00959,0.0109,77.9,0.0103,1.3,0.0,0.00608,17.4,0.0201,2.9499999999999997,0.0111,0.0,2006.0
247,Fe0.779C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.174Mo0.0130V0.000111Nb0.0000608Co0.0000959Al0.00230Ti0.0295,0.22999999999999998,0.14100000000000001,0.00959,0.0109,77.9,0.0103,1.3,0.0,0.00608,17.4,0.0201,2.9499999999999997,0.0111,0.0,2005.5
248,Fe0.780C0.000457Mn0.000599Si0.0504Cr0.000106Ni0.166Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.00102Ti0.000802,0.10200000000000001,0.0457,0.00931,0.0106,78.0,0.0599,0.0114,0.0,0.00591,16.6,5.04,0.0802,0.010799999999999999,0.0,1309.1
249,Fe0.780C0.000465Mn0.00122Si0.00159Cr0.105Ni0.0953Mo0.00991V0.000110Nb0.0000602Co0.0000949Al0.00414Ti0.00222,0.414,0.0465,0.00949,10.5,78.0,0.122,0.991,0.0,0.00602,9.53,0.159,0.22200000000000003,0.011000000000000001,0.0,1087.0
250,Fe0.780C0.000467Mn0.000510Si0.00200Cr0.0830Ni0.0993Mo0.0179V0.000110Nb0.0000603Co0.0000951Al0.0139Ti0.00234,1.39,0.046700000000000005,0.00951,8.3,78.0,0.051000000000000004,1.79,0.0,0.006030000000000001,9.93,0.2,0.234,0.011000000000000001,0.0,1475.8
251,Fe0.781C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.173Mo0.0184V0.0112Nb0.0000613Co0.0000967W0.00102Al0.00106Ti0.0131,0.106,0.0475,0.00967,0.011000000000000001,78.10000000000001,0.0104,1.8399999999999999,0.0,0.00613,17.299999999999997,0.0203,1.31,1.1199999999999999,0.10200000000000001,1688.1
252,Fe0.781C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.167Mo0.000118V0.0200Nb0.0152Co0.0000960Al0.00210Ti0.0126,0.21,0.14100000000000001,0.009600000000000001,0.0109,78.10000000000001,0.0103,0.0118,0.0,1.52,16.7,0.0201,1.26,2.0,0.0,1730.2
253,Fe0.782C0.0181Mn0.00187Si0.000203Cr0.0816Ni0.0000973Mo0.0576V0.0108Nb0.0000615Co0.0476Al0.000635,0.0635,1.81,4.760000000000001,8.16,78.2,0.187,5.76,0.0,0.00615,0.009729999999999999,0.0203,0.0,1.08,0.0,1577.8
254,Fe0.783C0.0187Mn0.00184Si0.000200Cr0.104Ni0.0000955Mo0.0341V0.0106Nb0.0000603Co0.0463Al0.000623,0.062299999999999994,1.87,4.63,10.4,78.3,0.184,3.4099999999999997,0.0,0.006030000000000001,0.009550000000000001,0.02,0.0,1.06,0.0,1798.3
255,Fe0.784C0.000919Mn0.00100Si0.0397Cr0.000106Ni0.173Mo0.000115V0.000108Nb0.0000594Co0.0000936Al0.000614,0.061399999999999996,0.0919,0.00936,0.0106,78.4,0.1,0.0115,0.0,0.00594,17.299999999999997,3.9699999999999998,0.0,0.010799999999999999,0.0,1298.8
256,Fe0.785C0.000467Mn0.000511Si0.00180Cr0.0820Ni0.0985Mo0.0178V0.000110Nb0.0000604Co0.0000952Al0.0108Ti0.00235,1.08,0.046700000000000005,0.009519999999999999,8.200000000000001,78.5,0.05109999999999999,1.78,0.0,0.006039999999999999,9.85,0.18,0.23500000000000001,0.011000000000000001,0.0,1383.5
257,Fe0.785C0.000931Mn0.000102Si0.000199Cr0.000108Ni0.167Mo0.000117V0.0209Nb0.0000602Co0.0000949Al0.00187Ti0.0241,0.187,0.0931,0.00949,0.010799999999999999,78.5,0.0102,0.0117,0.0,0.00602,16.7,0.0199,2.41,2.09,0.0,1730.2
258,Fe0.786C0.000469Mn0.000512Si0.00120Cr0.0576Ni0.124Mo0.0172V0.000110Nb0.0000606Co0.0000955Al0.0106Ti0.00235,1.06,0.046900000000000004,0.009550000000000001,5.76,78.60000000000001,0.051199999999999996,1.72,0.0,0.00606,12.4,0.12,0.23500000000000001,0.011000000000000001,0.0,1404.2
259,Fe0.786C0.000473Mn0.000310Si0.000202Cr0.000109Ni0.175Mo0.0182V0.000112Nb0.0000612Co0.0000965Al0.00190Ti0.0167,0.19,0.0473,0.00965,0.0109,78.60000000000001,0.031,1.82,0.0,0.00612,17.5,0.0202,1.67,0.0112,0.0,1641.2
260,Fe0.787C0.000474Mn0.000207Si0.000203Cr0.000109Ni0.176Mo0.0181V0.000112Nb0.0000612Co0.0000965Al0.00190Ti0.0150,0.19,0.0474,0.00965,0.0109,78.7,0.0207,1.81,0.0,0.00612,17.599999999999998,0.0203,1.5,0.0112,0.0,1599.4
261,Fe0.787C0.0137Mn0.000103Si0.000202Cr0.0111Ni0.101Mo0.0118V0.00111Nb0.0000610Co0.0689W0.00394Al0.000630Ti0.000118,0.063,1.37,6.890000000000001,1.11,78.7,0.0103,1.18,0.0,0.0060999999999999995,10.100000000000001,0.0202,0.0118,0.11100000000000002,0.394,1683.0
262,Fe0.788Mn0.000104Si0.000203Cr0.000109Ni0.176Mo0.0184V0.000112Nb0.0000613Co0.0000966Al0.00105Ti0.0166,0.105,0.0,0.00966,0.0109,78.8,0.0104,1.8399999999999999,0.0,0.00613,17.599999999999998,0.0203,1.66,0.0112,0.0,1716.3
263,Fe0.789C0.00143Mn0.000104Si0.000204Cr0.000110Ni0.181Mo0.000119V0.000112Nb0.0000617Co0.0000972W0.00935Al0.00212Ti0.0168,0.212,0.14300000000000002,0.009720000000000001,0.011000000000000001,78.9,0.0104,0.0119,0.0,0.006169999999999999,18.099999999999998,0.0204,1.68,0.0112,0.935,1600.0
264,Fe0.789Mn0.000719Si0.00161Cr0.0814Ni0.101Mo0.0194V0.000111Nb0.0000607Co0.0000957Al0.00439Ti0.00271,0.439,0.0,0.009569999999999999,8.14,78.9,0.0719,1.94,0.0,0.00607,10.100000000000001,0.161,0.271,0.0111,0.0,1263.6
265,Fe0.792C0.000470Mn0.000411Si0.00201Cr0.0862Ni0.0980Mo0.0181V0.000111Nb0.0000607Co0.0000957Al0.00167Ti0.000589,0.167,0.047,0.009569999999999999,8.62,79.2,0.041100000000000005,1.81,0.0,0.00607,9.8,0.201,0.0589,0.0111,0.0,1061.7
266,Fe0.793C0.000468Mn0.000819Si0.00240Cr0.0962Ni0.0800Mo0.0190V0.000110Nb0.0000605Co0.0000954Al0.00521Ti0.00235,0.521,0.0468,0.00954,9.62,79.3,0.0819,1.9,0.0,0.00605,8.0,0.24,0.23500000000000001,0.011000000000000001,0.0,1169.2
267,Fe0.794C0.000470Mn0.000617Si0.00101Cr0.0847Ni0.0981Mo0.0188V0.000111Nb0.0000608Co0.0000958Al0.00126Ti0.00118,0.126,0.047,0.00958,8.469999999999999,79.4,0.061700000000000005,1.8800000000000001,0.0,0.00608,9.81,0.101,0.11800000000000001,0.0111,0.0,1036.9
